time,"P(B1|X3)","P(B1|X6)","P(B2|X6)"
2.672000e-10,7.068529e+00,8.271766e-02,8.432154e-02
2.674000e-10,7.068622e+00,8.270955e-02,8.431392e-02
2.676000e-10,7.068713e+00,8.270141e-02,8.430663e-02
2.678000e-10,7.068802e+00,8.269326e-02,8.429951e-02
2.680000e-10,7.068889e+00,8.268516e-02,8.429242e-02
2.682000e-10,7.068975e+00,8.267717e-02,8.428520e-02
2.684000e-10,7.069059e+00,8.266938e-02,8.427777e-02
2.686000e-10,7.069142e+00,8.266182e-02,8.427011e-02
2.688000e-10,7.069223e+00,8.265452e-02,8.426225e-02
2.690000e-10,7.069303e+00,8.264749e-02,8.425429e-02
2.692000e-10,7.069382e+00,8.264071e-02,8.424636e-02
2.694000e-10,7.069460e+00,8.263412e-02,8.423860e-02
2.696000e-10,7.069537e+00,8.262765e-02,8.423113e-02
2.698000e-10,7.069613e+00,8.262126e-02,8.422404e-02
2.700000e-10,7.069688e+00,8.261488e-02,8.421738e-02
2.702000e-10,7.069762e+00,8.260848e-02,8.421111e-02
2.704000e-10,7.069835e+00,8.260205e-02,8.420516e-02
2.706000e-10,7.069907e+00,8.259559e-02,8.419944e-02
2.708000e-10,7.069977e+00,8.258915e-02,8.419380e-02
2.710000e-10,7.070046e+00,8.258277e-02,8.418814e-02
2.712000e-10,7.070113e+00,8.257651e-02,8.418235e-02
2.714000e-10,7.070179e+00,8.257041e-02,8.417640e-02
2.716000e-10,7.070244e+00,8.256451e-02,8.417028e-02
2.718000e-10,7.070308e+00,8.255881e-02,8.416403e-02
2.720000e-10,7.070372e+00,8.255333e-02,8.415774e-02
2.722000e-10,7.070434e+00,8.254802e-02,8.415152e-02
2.724000e-10,7.070495e+00,8.254284e-02,8.414547e-02
2.726000e-10,7.070556e+00,8.253775e-02,8.413968e-02
2.728000e-10,7.070616e+00,8.253269e-02,8.413420e-02
2.730000e-10,7.070675e+00,8.252763e-02,8.412904e-02
2.732000e-10,7.070733e+00,8.252255e-02,8.412417e-02
2.734000e-10,7.070791e+00,8.251744e-02,8.411953e-02
2.736000e-10,7.070847e+00,8.251233e-02,8.411501e-02
2.738000e-10,7.070902e+00,8.250725e-02,8.411054e-02
2.740000e-10,7.070956e+00,8.250223e-02,8.410601e-02
2.742000e-10,7.071009e+00,8.249732e-02,8.410137e-02
2.744000e-10,7.071062e+00,8.249255e-02,8.409661e-02
2.746000e-10,7.071113e+00,8.248794e-02,8.409173e-02
2.748000e-10,7.071163e+00,8.248350e-02,8.408677e-02
2.750000e-10,7.071213e+00,8.247922e-02,8.408182e-02
2.752000e-10,7.071262e+00,8.247505e-02,8.407695e-02
2.754000e-10,7.071311e+00,8.247098e-02,8.407225e-02
2.756000e-10,7.071359e+00,8.246696e-02,8.406776e-02
2.758000e-10,7.071406e+00,8.246295e-02,8.406352e-02
2.760000e-10,7.071452e+00,8.245894e-02,8.405952e-02
2.762000e-10,7.071498e+00,8.245490e-02,8.405573e-02
2.764000e-10,7.071543e+00,8.245085e-02,8.405208e-02
2.766000e-10,7.071587e+00,8.244681e-02,8.404851e-02
2.768000e-10,7.071631e+00,8.244281e-02,8.404495e-02
2.770000e-10,7.071673e+00,8.243887e-02,8.404133e-02
2.772000e-10,7.071715e+00,8.243502e-02,8.403762e-02
2.774000e-10,7.071756e+00,8.243130e-02,8.403381e-02
2.776000e-10,7.071797e+00,8.242770e-02,8.402992e-02
2.778000e-10,7.071837e+00,8.242424e-02,8.402601e-02
2.780000e-10,7.071876e+00,8.242088e-02,8.402212e-02
2.782000e-10,7.071915e+00,8.241761e-02,8.401831e-02
2.784000e-10,7.071953e+00,8.241440e-02,8.401466e-02
2.786000e-10,7.071990e+00,8.241122e-02,8.401118e-02
2.788000e-10,7.072028e+00,8.240804e-02,8.400789e-02
2.790000e-10,7.072064e+00,8.240486e-02,8.400479e-02
2.792000e-10,7.072100e+00,8.240166e-02,8.400183e-02
2.794000e-10,7.072136e+00,8.239845e-02,8.399896e-02
2.796000e-10,7.072171e+00,8.239526e-02,8.399613e-02
2.798000e-10,7.072205e+00,8.239211e-02,8.399329e-02
2.800000e-10,7.072238e+00,8.238902e-02,8.399039e-02
2.802000e-10,7.072271e+00,8.238601e-02,8.398742e-02
2.804000e-10,7.072304e+00,8.238310e-02,8.398439e-02
2.806000e-10,7.072335e+00,8.238030e-02,8.398130e-02
2.808000e-10,7.072367e+00,8.237759e-02,8.397821e-02
2.810000e-10,7.072398e+00,8.237496e-02,8.397516e-02
2.812000e-10,7.072428e+00,8.237239e-02,8.397220e-02
2.814000e-10,7.072458e+00,8.236985e-02,8.396936e-02
2.816000e-10,7.072488e+00,8.236734e-02,8.396666e-02
2.818000e-10,7.072517e+00,8.236482e-02,8.396412e-02
2.820000e-10,7.072546e+00,8.236229e-02,8.396170e-02
2.822000e-10,7.072575e+00,8.235975e-02,8.395938e-02
2.824000e-10,7.072602e+00,8.235722e-02,8.395712e-02
2.826000e-10,7.072630e+00,8.235470e-02,8.395487e-02
2.828000e-10,7.072657e+00,8.235222e-02,8.395260e-02
2.830000e-10,7.072683e+00,8.234980e-02,8.395028e-02
2.832000e-10,7.072709e+00,8.234745e-02,8.394791e-02
2.834000e-10,7.072734e+00,8.234518e-02,8.394549e-02
2.836000e-10,7.072760e+00,8.234299e-02,8.394305e-02
2.838000e-10,7.072784e+00,8.234087e-02,8.394062e-02
2.840000e-10,7.072809e+00,8.233880e-02,8.393823e-02
2.842000e-10,7.072833e+00,8.233678e-02,8.393593e-02
2.844000e-10,7.072856e+00,8.233478e-02,8.393372e-02
2.846000e-10,7.072880e+00,8.233278e-02,8.393164e-02
2.848000e-10,7.072903e+00,8.233078e-02,8.392966e-02
2.850000e-10,7.072926e+00,8.232878e-02,8.392777e-02
2.852000e-10,7.072948e+00,8.232677e-02,8.392595e-02
2.854000e-10,7.072970e+00,8.232476e-02,8.392416e-02
2.856000e-10,7.072991e+00,8.232278e-02,8.392237e-02
2.858000e-10,7.073013e+00,8.232084e-02,8.392056e-02
2.860000e-10,7.073033e+00,8.231894e-02,8.391870e-02
2.862000e-10,7.073054e+00,8.231711e-02,8.391681e-02
2.864000e-10,7.073074e+00,8.231533e-02,8.391489e-02
2.866000e-10,7.073093e+00,8.231362e-02,8.391296e-02
2.868000e-10,7.073113e+00,8.231196e-02,8.391105e-02
2.870000e-10,7.073132e+00,8.231034e-02,8.390919e-02
2.872000e-10,7.073151e+00,8.230874e-02,8.390740e-02
2.874000e-10,7.073170e+00,8.230716e-02,8.390569e-02
2.876000e-10,7.073188e+00,8.230557e-02,8.390407e-02
2.878000e-10,7.073206e+00,8.230399e-02,8.390253e-02
2.880000e-10,7.073224e+00,8.230240e-02,8.390105e-02
2.882000e-10,7.073242e+00,8.230081e-02,8.389962e-02
2.884000e-10,7.073259e+00,8.229923e-02,8.389820e-02
2.886000e-10,7.073276e+00,8.229767e-02,8.389677e-02
2.888000e-10,7.073293e+00,8.229615e-02,8.389532e-02
2.890000e-10,7.073309e+00,8.229466e-02,8.389384e-02
2.892000e-10,7.073325e+00,8.229323e-02,8.389234e-02
2.894000e-10,7.073341e+00,8.229184e-02,8.389082e-02
2.896000e-10,7.073356e+00,8.229050e-02,8.388930e-02
2.898000e-10,7.073372e+00,8.228920e-02,8.388780e-02
2.900000e-10,7.073387e+00,8.228792e-02,8.388635e-02
2.902000e-10,7.073402e+00,8.228666e-02,8.388495e-02
2.904000e-10,7.073417e+00,8.228541e-02,8.388363e-02
2.906000e-10,7.073431e+00,8.228415e-02,8.388237e-02
2.908000e-10,7.073445e+00,8.228290e-02,8.388117e-02
2.910000e-10,7.073459e+00,8.228164e-02,8.388001e-02
2.912000e-10,7.073473e+00,8.228038e-02,8.387887e-02
2.914000e-10,7.073487e+00,8.227914e-02,8.387775e-02
2.916000e-10,7.073500e+00,8.227791e-02,8.387661e-02
2.918000e-10,7.073513e+00,8.227672e-02,8.387545e-02
2.920000e-10,7.073526e+00,8.227556e-02,8.387428e-02
2.922000e-10,7.073539e+00,8.227444e-02,8.387308e-02
2.924000e-10,7.073551e+00,8.227335e-02,8.387187e-02
2.926000e-10,7.073563e+00,8.227231e-02,8.387068e-02
2.928000e-10,7.073576e+00,8.227128e-02,8.386951e-02
2.930000e-10,7.073587e+00,8.227028e-02,8.386838e-02
2.932000e-10,7.073599e+00,8.226928e-02,8.386729e-02
2.934000e-10,7.073611e+00,8.226829e-02,8.386626e-02
2.936000e-10,7.073622e+00,8.226729e-02,8.386528e-02
2.938000e-10,7.073634e+00,8.226629e-02,8.386434e-02
2.940000e-10,7.073645e+00,8.226530e-02,8.386343e-02
2.942000e-10,7.073655e+00,8.226431e-02,8.386254e-02
2.944000e-10,7.073666e+00,8.226333e-02,8.386164e-02
2.946000e-10,7.073677e+00,8.226237e-02,8.386073e-02
2.948000e-10,7.073687e+00,8.226143e-02,8.385981e-02
2.950000e-10,7.073697e+00,8.226052e-02,8.385887e-02
2.952000e-10,7.073707e+00,8.225965e-02,8.385792e-02
2.954000e-10,7.073717e+00,8.225880e-02,8.385697e-02
2.956000e-10,7.073726e+00,8.225798e-02,8.385604e-02
2.958000e-10,7.073736e+00,8.225717e-02,8.385512e-02
2.960000e-10,7.073745e+00,8.225638e-02,8.385424e-02
2.962000e-10,7.073755e+00,8.225559e-02,8.385340e-02
2.964000e-10,7.073764e+00,8.225480e-02,8.385260e-02
2.966000e-10,7.073773e+00,8.225401e-02,8.385183e-02
2.968000e-10,7.073782e+00,8.225322e-02,8.385110e-02
2.970000e-10,7.073790e+00,8.225244e-02,8.385038e-02
2.972000e-10,7.073799e+00,8.225165e-02,8.384967e-02
2.974000e-10,7.073807e+00,8.225089e-02,8.384896e-02
2.976000e-10,7.073815e+00,8.225013e-02,8.384823e-02
2.978000e-10,7.073824e+00,8.224940e-02,8.384750e-02
2.980000e-10,7.073832e+00,8.224869e-02,8.384675e-02
2.982000e-10,7.073839e+00,8.224801e-02,8.384600e-02
2.984000e-10,7.073847e+00,8.224735e-02,8.384525e-02
2.986000e-10,7.073855e+00,8.224670e-02,8.384452e-02
2.988000e-10,7.073862e+00,8.224606e-02,8.384380e-02
2.990000e-10,7.073870e+00,8.224544e-02,8.384312e-02
2.992000e-10,7.073877e+00,8.224481e-02,8.384246e-02
2.994000e-10,7.073884e+00,8.224419e-02,8.384184e-02
2.996000e-10,7.073891e+00,8.224356e-02,8.384124e-02
2.998000e-10,7.073898e+00,8.224294e-02,8.384067e-02
3.000000e-10,7.073905e+00,8.224232e-02,8.384010e-02
3.002000e-10,7.073912e+00,8.224170e-02,8.383953e-02
3.004000e-10,7.073918e+00,8.224110e-02,8.383897e-02
3.006000e-10,7.073925e+00,8.224051e-02,8.383839e-02
3.008000e-10,7.073931e+00,8.223994e-02,8.383780e-02
3.010000e-10,7.073937e+00,8.223938e-02,8.383721e-02
3.012000e-10,7.073944e+00,8.223885e-02,8.383662e-02
3.014000e-10,7.073950e+00,8.223833e-02,8.383603e-02
3.016000e-10,7.073956e+00,8.223782e-02,8.383546e-02
3.018000e-10,7.073962e+00,8.223732e-02,8.383490e-02
3.020000e-10,7.073967e+00,8.223682e-02,8.383437e-02
3.022000e-10,7.073973e+00,8.223633e-02,8.383386e-02
3.024000e-10,7.073979e+00,8.223583e-02,8.383337e-02
3.026000e-10,7.073984e+00,8.223534e-02,8.383290e-02
3.028000e-10,7.073990e+00,8.223484e-02,8.383245e-02
3.030000e-10,7.073995e+00,8.223435e-02,8.383200e-02
3.032000e-10,7.074001e+00,8.223387e-02,8.383155e-02
3.034000e-10,7.074006e+00,8.223339e-02,8.383110e-02
3.036000e-10,7.074011e+00,8.223293e-02,8.383064e-02
3.038000e-10,7.074016e+00,8.223249e-02,8.383017e-02
3.040000e-10,7.074021e+00,8.223205e-02,8.382970e-02
3.042000e-10,7.074026e+00,8.223163e-02,8.382924e-02
3.044000e-10,7.074031e+00,8.223122e-02,8.382878e-02
3.046000e-10,7.074035e+00,8.223082e-02,8.382833e-02
3.048000e-10,7.074040e+00,8.223043e-02,8.382789e-02
3.050000e-10,7.074044e+00,8.223004e-02,8.382748e-02
3.052000e-10,7.074049e+00,8.222965e-02,8.382708e-02
3.054000e-10,7.074053e+00,8.222925e-02,8.382670e-02
3.056000e-10,7.074058e+00,8.222886e-02,8.382634e-02
3.058000e-10,7.074062e+00,8.222847e-02,8.382598e-02
3.060000e-10,7.074066e+00,8.222808e-02,8.382562e-02
3.062000e-10,7.074071e+00,8.222770e-02,8.382526e-02
3.064000e-10,7.074075e+00,8.222733e-02,8.382490e-02
3.066000e-10,7.074079e+00,8.222697e-02,8.382454e-02
3.068000e-10,7.074083e+00,8.222662e-02,8.382417e-02
3.070000e-10,7.074086e+00,8.222628e-02,8.382380e-02
3.072000e-10,7.074090e+00,8.222595e-02,8.382343e-02
3.074000e-10,7.074094e+00,8.222563e-02,8.382307e-02
3.076000e-10,7.074098e+00,8.222532e-02,8.382272e-02
3.078000e-10,7.074101e+00,8.222501e-02,8.382238e-02
3.080000e-10,7.074105e+00,8.222470e-02,8.382206e-02
3.082000e-10,7.074109e+00,8.222439e-02,8.382175e-02
3.084000e-10,7.074112e+00,8.222407e-02,8.382145e-02
3.086000e-10,7.074116e+00,8.222376e-02,8.382116e-02
3.088000e-10,7.074119e+00,8.222346e-02,8.382088e-02
3.090000e-10,7.074122e+00,8.222315e-02,8.382060e-02
3.092000e-10,7.074126e+00,8.222285e-02,8.382031e-02
3.094000e-10,7.074129e+00,8.222256e-02,8.382003e-02
3.096000e-10,7.074132e+00,8.222228e-02,8.381974e-02
3.098000e-10,7.074135e+00,8.222201e-02,8.381944e-02
3.100000e-10,7.074138e+00,8.222174e-02,8.381915e-02
3.102000e-10,7.074141e+00,8.222148e-02,8.381886e-02
3.104000e-10,7.074144e+00,8.222123e-02,8.381858e-02
3.106000e-10,7.074147e+00,8.222098e-02,8.381831e-02
3.108000e-10,7.074150e+00,8.222074e-02,8.381804e-02
3.110000e-10,7.074153e+00,8.222049e-02,8.381779e-02
3.112000e-10,7.074156e+00,8.222024e-02,8.381755e-02
3.114000e-10,7.074158e+00,8.222000e-02,8.381732e-02
3.116000e-10,7.074161e+00,8.221975e-02,8.381709e-02
3.118000e-10,7.074164e+00,8.221951e-02,8.381687e-02
3.120000e-10,7.074166e+00,8.221927e-02,8.381664e-02
3.122000e-10,7.074169e+00,8.221904e-02,8.381642e-02
3.124000e-10,7.074172e+00,8.221881e-02,8.381619e-02
3.126000e-10,7.074174e+00,8.221859e-02,8.381596e-02
3.128000e-10,7.074176e+00,8.221838e-02,8.381573e-02
3.130000e-10,7.074179e+00,8.221817e-02,8.381550e-02
3.132000e-10,7.074181e+00,8.221796e-02,8.381527e-02
3.134000e-10,7.074184e+00,8.221777e-02,8.381505e-02
3.136000e-10,7.074186e+00,8.221757e-02,8.381483e-02
3.138000e-10,7.074188e+00,8.221737e-02,8.381463e-02
3.140000e-10,7.074190e+00,8.221718e-02,8.381443e-02
3.142000e-10,7.074193e+00,8.221698e-02,8.381425e-02
3.144000e-10,7.074195e+00,8.221679e-02,8.381406e-02
3.146000e-10,7.074197e+00,8.221660e-02,8.381388e-02
3.148000e-10,7.074199e+00,8.221641e-02,8.381371e-02
3.150000e-10,7.074201e+00,8.221622e-02,8.381353e-02
3.152000e-10,7.074203e+00,8.221603e-02,8.381335e-02
3.154000e-10,7.074205e+00,8.221586e-02,8.381317e-02
3.156000e-10,7.074207e+00,8.221568e-02,8.381298e-02
3.158000e-10,7.074209e+00,8.221552e-02,8.381280e-02
3.160000e-10,7.074211e+00,8.221535e-02,8.381262e-02
3.162000e-10,7.074213e+00,8.221519e-02,8.381244e-02
3.164000e-10,7.074215e+00,8.221504e-02,8.381227e-02
3.166000e-10,7.074216e+00,8.221488e-02,8.381210e-02
3.168000e-10,7.074218e+00,8.221473e-02,8.381194e-02
3.170000e-10,7.074220e+00,8.221457e-02,8.381179e-02
3.172000e-10,7.074222e+00,8.221442e-02,8.381164e-02
3.174000e-10,7.074223e+00,8.221426e-02,8.381150e-02
3.176000e-10,7.074225e+00,8.221411e-02,8.381136e-02
3.178000e-10,7.074227e+00,8.221396e-02,8.381122e-02
3.180000e-10,7.074228e+00,8.221381e-02,8.381107e-02
3.182000e-10,7.074230e+00,8.221367e-02,8.381093e-02
3.184000e-10,7.074232e+00,8.221353e-02,8.381079e-02
3.186000e-10,7.074233e+00,8.221340e-02,8.381064e-02
3.188000e-10,7.074235e+00,8.221327e-02,8.381050e-02
3.190000e-10,7.074236e+00,8.221314e-02,8.381036e-02
3.192000e-10,7.074238e+00,8.221301e-02,8.381022e-02
3.194000e-10,7.074239e+00,8.221289e-02,8.381008e-02
3.196000e-10,7.074240e+00,8.221277e-02,8.380995e-02
3.198000e-10,7.074242e+00,8.221264e-02,8.380983e-02
3.200000e-10,7.074243e+00,8.221252e-02,8.380971e-02
3.202000e-10,7.074245e+00,8.221240e-02,8.380959e-02
3.204000e-10,7.074246e+00,8.221228e-02,8.380948e-02
3.206000e-10,7.074247e+00,8.221216e-02,8.380937e-02
3.208000e-10,7.074249e+00,8.221204e-02,8.380925e-02
3.210000e-10,7.074250e+00,8.221192e-02,8.380914e-02
3.212000e-10,7.074251e+00,8.221181e-02,8.380903e-02
3.214000e-10,7.074252e+00,8.221170e-02,8.380891e-02
3.216000e-10,7.074254e+00,8.221160e-02,8.380880e-02
3.218000e-10,7.074255e+00,8.221149e-02,8.380869e-02
3.220000e-10,7.074256e+00,8.221139e-02,8.380857e-02
3.222000e-10,7.074257e+00,8.221129e-02,8.380847e-02
3.224000e-10,7.074258e+00,8.221120e-02,8.380836e-02
3.226000e-10,7.074259e+00,8.221110e-02,8.380826e-02
3.228000e-10,7.074260e+00,8.221100e-02,8.380816e-02
3.230000e-10,7.074262e+00,8.221091e-02,8.380807e-02
3.232000e-10,7.074263e+00,8.221081e-02,8.380798e-02
3.234000e-10,7.074264e+00,8.221071e-02,8.380789e-02
3.236000e-10,7.074265e+00,8.221062e-02,8.380780e-02
3.238000e-10,7.074266e+00,8.221053e-02,8.380771e-02
3.240000e-10,7.074267e+00,8.221044e-02,8.380762e-02
3.242000e-10,7.074268e+00,8.221035e-02,8.380753e-02
3.244000e-10,7.074269e+00,8.221026e-02,8.380744e-02
3.246000e-10,7.074270e+00,8.221018e-02,8.380735e-02
3.248000e-10,7.074271e+00,8.221010e-02,8.380726e-02
3.250000e-10,7.074272e+00,8.221002e-02,8.380717e-02
3.252000e-10,7.074272e+00,8.220994e-02,8.380709e-02
3.254000e-10,7.074273e+00,8.220986e-02,8.380701e-02
3.256000e-10,7.074274e+00,8.220979e-02,8.380693e-02
3.258000e-10,7.074275e+00,8.220971e-02,8.380685e-02
3.260000e-10,7.074276e+00,8.220963e-02,8.380678e-02
3.262000e-10,7.074277e+00,8.220956e-02,8.380671e-02
3.264000e-10,7.074278e+00,8.220948e-02,8.380664e-02
3.266000e-10,7.074278e+00,8.220941e-02,8.380657e-02
3.268000e-10,7.074279e+00,8.220934e-02,8.380650e-02
3.270000e-10,7.074280e+00,8.220926e-02,8.380642e-02
3.272000e-10,7.074281e+00,8.220920e-02,8.380635e-02
3.274000e-10,7.074282e+00,8.220913e-02,8.380628e-02
3.276000e-10,7.074282e+00,8.220906e-02,8.380621e-02
3.278000e-10,7.074283e+00,8.220900e-02,8.380614e-02
3.280000e-10,7.074284e+00,8.220894e-02,8.380607e-02
3.282000e-10,7.074285e+00,8.220888e-02,8.380601e-02
3.284000e-10,7.074285e+00,8.220881e-02,8.380594e-02
3.286000e-10,7.074286e+00,8.220875e-02,8.380588e-02
3.288000e-10,7.074287e+00,8.220869e-02,8.380582e-02
3.290000e-10,7.074287e+00,8.220863e-02,8.380576e-02
3.292000e-10,7.074288e+00,8.220857e-02,8.380571e-02
3.294000e-10,7.074289e+00,8.220851e-02,8.380565e-02
3.296000e-10,7.074289e+00,8.220845e-02,8.380559e-02
3.298000e-10,7.074290e+00,8.220840e-02,8.380554e-02
3.300000e-10,7.074291e+00,8.220834e-02,8.380548e-02
3.302000e-10,7.074291e+00,8.220829e-02,8.380543e-02
3.304000e-10,7.074292e+00,8.220824e-02,8.380537e-02
3.306000e-10,7.074292e+00,8.220819e-02,8.380531e-02
3.308000e-10,7.074293e+00,8.220814e-02,8.380526e-02
3.310000e-10,7.074294e+00,8.220809e-02,8.380520e-02
3.312000e-10,7.074294e+00,8.220804e-02,8.380515e-02
3.314000e-10,7.074295e+00,8.220799e-02,8.380510e-02
3.316000e-10,7.074295e+00,8.220794e-02,8.380505e-02
3.318000e-10,7.074296e+00,8.220789e-02,8.380501e-02
3.320000e-10,7.074296e+00,8.220785e-02,8.380496e-02
3.322000e-10,7.074297e+00,8.220780e-02,8.380492e-02
3.324000e-10,7.074297e+00,8.220775e-02,8.380487e-02
3.326000e-10,7.074298e+00,8.220771e-02,8.380483e-02
3.328000e-10,7.074298e+00,8.220766e-02,8.380478e-02
3.330000e-10,7.074299e+00,8.220762e-02,8.380474e-02
3.332000e-10,7.074299e+00,8.220757e-02,8.380470e-02
3.334000e-10,7.074300e+00,8.220753e-02,8.380465e-02
3.336000e-10,7.074300e+00,8.220749e-02,8.380461e-02
3.338000e-10,7.074301e+00,8.220745e-02,8.380456e-02
3.340000e-10,7.074301e+00,8.220742e-02,8.380452e-02
3.342000e-10,7.074302e+00,8.220738e-02,8.380448e-02
3.344000e-10,7.074302e+00,8.220734e-02,8.380444e-02
3.346000e-10,7.074302e+00,8.220730e-02,8.380440e-02
3.348000e-10,7.074303e+00,8.220726e-02,8.380437e-02
3.350000e-10,7.074303e+00,8.220723e-02,8.380433e-02
3.352000e-10,7.074304e+00,8.220719e-02,8.380430e-02
3.354000e-10,7.074304e+00,8.220715e-02,8.380426e-02
3.356000e-10,7.074305e+00,8.220712e-02,8.380423e-02
3.358000e-10,7.074305e+00,8.220708e-02,8.380419e-02
3.360000e-10,7.074305e+00,8.220705e-02,8.380416e-02
3.362000e-10,7.074306e+00,8.220701e-02,8.380412e-02
3.364000e-10,7.074306e+00,8.220698e-02,8.380409e-02
3.366000e-10,7.074306e+00,8.220695e-02,8.380405e-02
3.368000e-10,7.074307e+00,8.220692e-02,8.380402e-02
3.370000e-10,7.074307e+00,8.220689e-02,8.380398e-02
3.372000e-10,7.074307e+00,8.220686e-02,8.380395e-02
3.374000e-10,7.074308e+00,8.220683e-02,8.380392e-02
3.376000e-10,7.074308e+00,8.220680e-02,8.380389e-02
3.378000e-10,7.074309e+00,8.220677e-02,8.380386e-02
3.380000e-10,7.074309e+00,8.220674e-02,8.380384e-02
3.382000e-10,7.074309e+00,8.220671e-02,8.380381e-02
3.384000e-10,7.074309e+00,8.220668e-02,8.380378e-02
3.386000e-10,7.074310e+00,8.220665e-02,8.380375e-02
3.388000e-10,7.074310e+00,8.220662e-02,8.380372e-02
3.390000e-10,7.074310e+00,8.220660e-02,8.380370e-02
3.392000e-10,7.074311e+00,8.220657e-02,8.380367e-02
3.394000e-10,7.074311e+00,8.220655e-02,8.380364e-02
3.396000e-10,7.074311e+00,8.220652e-02,8.380361e-02
3.398000e-10,7.074312e+00,8.220650e-02,8.380359e-02
3.400000e-10,7.074312e+00,8.220647e-02,8.380356e-02
3.402000e-10,7.074312e+00,8.220645e-02,8.380354e-02
3.404000e-10,7.074312e+00,8.220642e-02,8.380351e-02
3.406000e-10,7.074313e+00,8.220640e-02,8.380349e-02
3.408000e-10,7.074313e+00,8.220638e-02,8.380347e-02
3.410000e-10,7.074313e+00,8.220635e-02,8.380345e-02
3.412000e-10,7.074313e+00,8.220633e-02,8.380342e-02
3.414000e-10,7.074314e+00,8.220631e-02,8.380340e-02
3.416000e-10,7.074314e+00,8.220629e-02,8.380338e-02
3.418000e-10,7.074314e+00,8.220626e-02,8.380336e-02
3.420000e-10,7.074314e+00,8.220624e-02,8.380334e-02
3.422000e-10,7.074315e+00,8.220622e-02,8.380331e-02
3.424000e-10,7.074315e+00,8.220620e-02,8.380329e-02
3.426000e-10,7.074315e+00,8.220618e-02,8.380327e-02
3.428000e-10,7.074315e+00,8.220616e-02,8.380325e-02
3.430000e-10,7.074316e+00,8.220614e-02,8.380323e-02
3.432000e-10,7.074316e+00,8.220613e-02,8.380321e-02
3.434000e-10,7.074316e+00,8.220611e-02,8.380319e-02
3.436000e-10,7.074316e+00,8.220609e-02,8.380317e-02
3.438000e-10,7.074316e+00,8.220607e-02,8.380316e-02
3.440000e-10,7.074317e+00,8.220605e-02,8.380314e-02
3.442000e-10,7.074317e+00,8.220603e-02,8.380312e-02
3.444000e-10,7.074317e+00,8.220601e-02,8.380310e-02
3.446000e-10,7.074317e+00,8.220600e-02,8.380309e-02
3.448000e-10,7.074317e+00,8.220598e-02,8.380307e-02
3.450000e-10,7.074318e+00,8.220596e-02,8.380305e-02
3.452000e-10,7.074318e+00,8.220595e-02,8.380303e-02
3.454000e-10,7.074318e+00,8.220593e-02,8.380302e-02
3.456000e-10,7.074318e+00,8.220592e-02,8.380300e-02
3.458000e-10,7.074318e+00,8.220590e-02,8.380298e-02
3.460000e-10,7.074319e+00,8.220589e-02,8.380297e-02
3.462000e-10,7.074319e+00,8.220587e-02,8.380295e-02
3.464000e-10,7.074319e+00,8.220586e-02,8.380294e-02
3.466000e-10,7.074319e+00,8.220584e-02,8.380292e-02
3.468000e-10,7.074319e+00,8.220583e-02,8.380291e-02
3.470000e-10,7.074319e+00,8.220581e-02,8.380290e-02
3.472000e-10,7.074319e+00,8.220580e-02,8.380288e-02
3.474000e-10,7.074320e+00,8.220578e-02,8.380287e-02
3.476000e-10,7.074320e+00,8.220577e-02,8.380285e-02
3.478000e-10,7.074320e+00,8.220576e-02,8.380284e-02
3.480000e-10,7.074320e+00,8.220575e-02,8.380283e-02
3.482000e-10,7.074320e+00,8.220573e-02,8.380281e-02
3.484000e-10,7.074320e+00,8.220572e-02,8.380280e-02
3.486000e-10,7.074321e+00,8.220571e-02,8.380279e-02
3.488000e-10,7.074321e+00,8.220570e-02,8.380277e-02
3.490000e-10,7.074321e+00,8.220568e-02,8.380276e-02
3.492000e-10,7.074321e+00,8.220567e-02,8.380275e-02
3.494000e-10,7.074321e+00,8.220566e-02,8.380274e-02
3.496000e-10,7.074321e+00,8.220565e-02,8.380273e-02
3.498000e-10,7.074321e+00,8.220564e-02,8.380272e-02
3.500000e-10,7.074321e+00,8.220563e-02,8.380271e-02
3.502000e-10,7.074322e+00,8.220561e-02,8.380269e-02
3.504000e-10,7.074322e+00,8.220560e-02,8.380268e-02
3.506000e-10,7.074322e+00,8.220559e-02,8.380267e-02
3.508000e-10,7.074322e+00,8.220558e-02,8.380266e-02
3.510000e-10,7.074322e+00,8.220557e-02,8.380265e-02
3.512000e-10,7.074322e+00,8.220556e-02,8.380264e-02
3.514000e-10,7.074322e+00,8.220555e-02,8.380263e-02
3.516000e-10,7.074322e+00,8.220554e-02,8.380262e-02
3.518000e-10,7.074323e+00,8.220553e-02,8.380261e-02
3.520000e-10,7.074323e+00,8.220552e-02,8.380260e-02
3.522000e-10,7.074323e+00,8.220552e-02,8.380259e-02
3.524000e-10,7.074323e+00,8.220551e-02,8.380258e-02
3.526000e-10,7.074323e+00,8.220550e-02,8.380257e-02
3.528000e-10,7.074323e+00,8.220549e-02,8.380256e-02
3.530000e-10,7.074323e+00,8.220548e-02,8.380255e-02
3.532000e-10,7.074323e+00,8.220547e-02,8.380255e-02
3.534000e-10,7.074323e+00,8.220546e-02,8.380254e-02
3.536000e-10,7.074323e+00,8.220545e-02,8.380253e-02
3.538000e-10,7.074324e+00,8.220544e-02,8.380252e-02
3.540000e-10,7.074324e+00,8.220544e-02,8.380251e-02
3.542000e-10,7.074324e+00,8.220543e-02,8.380250e-02
