time,"P(B1|X1)","P(B1|X2)","P(B2|X2)","P(B1|X3)","P(B2|X3)","P(B1|X4)","P(B2|X4)","P(B1|X5)","P(B2|X5)","P(B5|X9)","P(B1|X9)","P(B1|X6)","P(B1|X7)","P(B2|X7)","P(B1|X8)","P(B2|X8)","P(B2|X9)","P(B3|X9)","P(B4|X9)","P(B6|X9)","P(B1|X10)","P(B2|X10)","P(B1|X11)","P(B2|X11)","P(B1|X12)"
2.926000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.928000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.930000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.932000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.934000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.936000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.938000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.940000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.942000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.944000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.946000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.948000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.950000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.952000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.954000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.956000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.958000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.960000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.962000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.964000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.966000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.968000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.970000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.972000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.974000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.976000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.978000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.980000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.982000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.984000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.986000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.988000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.990000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.992000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.994000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.996000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
2.998000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.000000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.002000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.004000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.006000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.008000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.010000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.012000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.014000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.016000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.018000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.020000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.022000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.024000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.026000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.028000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.030000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.032000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.034000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.036000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.038000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.040000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.042000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.044000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.046000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.048000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.050000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.052000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
3.054000e-10,2.571738e+01,2.586239e+01,2.590288e+01,2.591051e+01,2.591533e+01,2.591664e+01,2.592153e+01,2.593396e+01,2.598811e+01,2.610945e+01,-6.032426e+00,3.200081e+01,3.214050e+01,3.216516e+01,3.211300e+01,3.189476e+01,3.085936e+01,2.611328e+01,2.045666e+01,1.978918e+01,1.970975e+01,1.965512e+01,1.963682e+01,1.963547e+01,1.963142e+01
