time,"P(B0|X4)","P(B1|X3)","P(B1|X4)","P(B2|X4)","P(B0|X6)","P(B1|X6)","P(B2|X6)"
2.333000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.333500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.334000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.334500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.335000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.335500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.336000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.336500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.337000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.337500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.338000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.338500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.339000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.339500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.340000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.340500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.341000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.341500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.342000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.342500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.343000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.343500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.344000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.344500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.345000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.345500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.346000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.346500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.347000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.347500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.348000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.348500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.349000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.349500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.350000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.350500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.351000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.351500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.352000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.352500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.353000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.353500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.354000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.354500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.355000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.355500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.356000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.356500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.357000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.357500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.358000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.358500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.359000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.359500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.360000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.360500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.361000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.361500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.362000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.362500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.363000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.363500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.364000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.364500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.365000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.365500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.366000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.366500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.367000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.367500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.368000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.368500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.369000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.369500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.370000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.370500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.371000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.371500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.372000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.372500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.373000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.373500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.374000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.374500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.375000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.375500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.376000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.376500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.377000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.377500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.378000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.378500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.379000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.379500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.380000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.380500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.381000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.381500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.382000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.382500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.383000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.383500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.384000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.384500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.385000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.385500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.386000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.386500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.387000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.387500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.388000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.388500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.389000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.389500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.390000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.390500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.391000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.391500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.392000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.392500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.393000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.393500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.394000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.394500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.395000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.395500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.396000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.396500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.397000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.397500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.398000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.398500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.399000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.399500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.400000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.400500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.401000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.401500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.402000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.402500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.403000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.403500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.404000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.404500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.405000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.405500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.406000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.406500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.407000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.407500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.408000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.408500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.409000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.409500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.410000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.410500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.411000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.411500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.412000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.412500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.413000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.413500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.414000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.414500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.415000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.415500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.416000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.416500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.417000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.417500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.418000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.418500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.419000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.419500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.420000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.420500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.421000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.421500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.422000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.422500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.423000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.423500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.424000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.424500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.425000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.425500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.426000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.426500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.427000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.427500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.428000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.428500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.429000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.429500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.430000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.430500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.431000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.431500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.432000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.432500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.433000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.433500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.434000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.434500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.435000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.435500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.436000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.436500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.437000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.437500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.438000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.438500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.439000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.439500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.440000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.440500e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
2.441000e-09,2.011755e-03,2.592389e+01,8.220493e-02,8.380200e-02,2.011755e-03,8.220493e-02,8.380200e-02
