time,"P(B0|X4)","P(B1|X3)","P(B1|X4)","P(B2|X4)","P(B0|X6)","P(B1|X6)","P(B2|X6)"
6.510000e-10,2.354064e-03,1.333650e+01,1.018443e-01,1.037245e-01,2.068011e-03,8.406850e-02,8.571326e-02
6.515000e-10,2.302382e-03,1.333731e+01,1.011310e-01,1.029263e-01,2.056930e-03,8.399521e-02,8.563165e-02
6.520000e-10,2.407662e-03,1.333809e+01,1.003515e-01,1.022263e-01,2.043807e-03,8.392808e-02,8.555132e-02
6.525000e-10,2.532861e-03,1.333885e+01,9.955492e-02,1.015652e-01,2.040336e-03,8.386355e-02,8.548103e-02
6.530000e-10,2.534239e-03,1.333959e+01,9.883191e-02,1.008795e-01,2.047589e-03,8.379849e-02,8.542155e-02
6.535000e-10,2.405748e-03,1.334029e+01,9.821897e-02,1.001646e-01,2.055842e-03,8.373325e-02,8.536542e-02
6.540000e-10,2.272448e-03,1.334095e+01,9.766586e-02,9.947272e-02,2.055247e-03,8.367090e-02,8.530509e-02
6.545000e-10,2.253358e-03,1.334159e+01,9.709272e-02,9.885430e-02,2.045736e-03,8.361381e-02,8.524036e-02
6.550000e-10,2.342917e-03,1.334221e+01,9.647167e-02,9.830685e-02,2.036257e-03,8.356121e-02,8.517787e-02
6.555000e-10,2.427932e-03,1.334281e+01,9.584898e-02,9.778118e-02,2.035021e-03,8.351013e-02,8.512373e-02
6.560000e-10,2.410657e-03,1.334339e+01,9.529107e-02,9.723399e-02,2.041316e-03,8.345849e-02,8.507734e-02
6.565000e-10,2.305146e-03,1.334394e+01,9.481528e-02,9.666971e-02,2.046975e-03,8.340705e-02,8.503252e-02
6.570000e-10,2.212936e-03,1.334446e+01,9.437621e-02,9.613085e-02,2.045211e-03,8.335833e-02,8.498410e-02
6.575000e-10,2.213430e-03,1.334497e+01,9.391601e-02,9.565112e-02,2.037311e-03,8.331383e-02,8.493292e-02
6.580000e-10,2.286471e-03,1.334545e+01,9.342264e-02,9.522170e-02,2.030661e-03,8.327253e-02,8.488440e-02
6.585000e-10,2.341605e-03,1.334593e+01,9.293695e-02,9.480322e-02,2.030805e-03,8.323204e-02,8.484264e-02
6.590000e-10,2.314998e-03,1.334638e+01,9.250622e-02,9.436715e-02,2.036035e-03,8.319108e-02,8.480632e-02
6.595000e-10,2.230843e-03,1.334682e+01,9.213559e-02,9.392268e-02,2.039718e-03,8.315058e-02,8.477046e-02
6.600000e-10,2.169080e-03,1.334723e+01,9.178610e-02,9.350336e-02,2.037376e-03,8.311254e-02,8.473167e-02
6.605000e-10,2.180297e-03,1.334763e+01,9.141704e-02,9.313064e-02,2.030997e-03,8.307782e-02,8.469132e-02
6.610000e-10,2.237797e-03,1.334801e+01,9.102623e-02,9.279290e-02,2.026489e-03,8.304533e-02,8.465371e-02
6.615000e-10,2.271367e-03,1.334839e+01,9.064808e-02,9.245948e-02,2.027411e-03,8.301321e-02,8.462144e-02
6.620000e-10,2.241496e-03,1.334875e+01,9.031522e-02,9.211253e-02,2.031599e-03,8.298074e-02,8.459289e-02
6.625000e-10,2.176079e-03,1.334909e+01,9.002549e-02,9.176312e-02,2.033824e-03,8.294891e-02,8.456417e-02
6.630000e-10,2.136323e-03,1.334941e+01,8.974674e-02,9.143698e-02,2.031301e-03,8.291922e-02,8.453316e-02
6.635000e-10,2.152451e-03,1.334973e+01,8.945124e-02,9.114690e-02,2.026280e-03,8.289210e-02,8.450143e-02
6.640000e-10,2.196290e-03,1.335003e+01,8.914253e-02,9.088061e-02,2.023352e-03,8.286649e-02,8.447230e-02
6.645000e-10,2.214796e-03,1.335033e+01,8.884854e-02,9.061489e-02,2.024643e-03,8.284100e-02,8.444732e-02
6.650000e-10,2.185385e-03,1.335061e+01,8.859096e-02,9.033933e-02,2.027887e-03,8.281529e-02,8.442480e-02
6.655000e-10,2.135732e-03,1.335088e+01,8.836370e-02,9.006513e-02,2.029073e-03,8.279030e-02,8.440178e-02
6.660000e-10,2.111468e-03,1.335113e+01,8.814107e-02,8.981151e-02,2.026622e-03,8.276714e-02,8.437704e-02
6.665000e-10,2.128876e-03,1.335138e+01,8.790492e-02,8.958530e-02,2.022762e-03,8.274593e-02,8.435216e-02
6.670000e-10,2.161278e-03,1.335162e+01,8.766169e-02,8.937490e-02,2.020969e-03,8.272570e-02,8.432962e-02
6.675000e-10,2.169651e-03,1.335185e+01,8.743337e-02,8.916316e-02,2.022365e-03,8.270547e-02,8.431023e-02
6.680000e-10,2.142793e-03,1.335208e+01,8.723370e-02,8.894469e-02,2.024797e-03,8.268514e-02,8.429240e-02
6.685000e-10,2.105968e-03,1.335229e+01,8.705486e-02,8.872986e-02,2.025272e-03,8.266555e-02,8.427395e-02
6.690000e-10,2.092290e-03,1.335249e+01,8.687693e-02,8.853260e-02,2.023037e-03,8.264748e-02,8.425428e-02
6.695000e-10,2.108862e-03,1.335269e+01,8.668860e-02,8.835585e-02,2.020140e-03,8.263086e-02,8.423481e-02
6.700000e-10,2.132049e-03,1.335287e+01,8.649743e-02,8.818931e-02,2.019137e-03,8.261487e-02,8.421737e-02
6.705000e-10,2.133929e-03,1.335306e+01,8.632022e-02,8.802066e-02,2.020479e-03,8.259881e-02,8.420227e-02
6.710000e-10,2.110616e-03,1.335323e+01,8.616513e-02,8.784778e-02,2.022240e-03,8.258276e-02,8.418813e-02
6.715000e-10,2.083938e-03,1.335340e+01,8.602399e-02,8.767967e-02,2.022253e-03,8.256742e-02,8.417335e-02
6.720000e-10,2.077240e-03,1.335356e+01,8.588175e-02,8.752618e-02,2.020306e-03,8.255332e-02,8.415773e-02
6.725000e-10,2.091883e-03,1.335371e+01,8.573189e-02,8.738779e-02,2.018184e-03,8.254028e-02,8.414253e-02
6.730000e-10,2.107890e-03,1.335386e+01,8.558195e-02,8.725578e-02,2.017711e-03,8.252762e-02,8.412903e-02
6.735000e-10,2.105880e-03,1.335401e+01,8.544445e-02,8.712155e-02,2.018910e-03,8.251488e-02,8.411725e-02
6.740000e-10,2.086400e-03,1.335414e+01,8.532371e-02,8.698499e-02,2.020137e-03,8.250222e-02,8.410600e-02
6.745000e-10,2.067546e-03,1.335427e+01,8.521204e-02,8.685360e-02,2.019872e-03,8.249022e-02,8.409417e-02
6.750000e-10,2.065248e-03,1.335440e+01,8.509837e-02,8.673408e-02,2.018234e-03,8.247921e-02,8.408181e-02
6.755000e-10,2.077526e-03,1.335452e+01,8.497939e-02,8.662550e-02,2.016720e-03,8.246896e-02,8.406997e-02
6.760000e-10,2.088106e-03,1.335464e+01,8.486202e-02,8.652075e-02,2.016586e-03,8.245893e-02,8.405951e-02
6.765000e-10,2.084008e-03,1.335475e+01,8.475532e-02,8.641403e-02,2.017604e-03,8.244883e-02,8.405029e-02
6.770000e-10,2.068225e-03,1.335486e+01,8.466109e-02,8.630634e-02,2.018419e-03,8.243886e-02,8.404132e-02
6.775000e-10,2.055262e-03,1.335496e+01,8.457255e-02,8.620372e-02,2.018006e-03,8.242948e-02,8.403187e-02
6.780000e-10,2.055566e-03,1.335506e+01,8.448177e-02,8.611057e-02,2.016667e-03,8.242087e-02,8.402211e-02
6.785000e-10,2.065444e-03,1.335516e+01,8.438753e-02,8.602522e-02,2.015619e-03,8.241280e-02,8.401289e-02
6.790000e-10,2.072046e-03,1.335525e+01,8.429579e-02,8.594204e-02,2.015688e-03,8.240485e-02,8.400478e-02
6.795000e-10,2.067060e-03,1.335534e+01,8.421295e-02,8.585728e-02,2.016518e-03,8.239685e-02,8.399754e-02
6.800000e-10,2.054605e-03,1.335542e+01,8.413923e-02,8.577250e-02,2.017026e-03,8.238901e-02,8.399039e-02
6.805000e-10,2.045973e-03,1.335551e+01,8.406892e-02,8.569240e-02,2.016552e-03,8.238168e-02,8.398284e-02
6.810000e-10,2.047667e-03,1.335558e+01,8.399649e-02,8.561971e-02,2.015487e-03,8.237495e-02,8.397516e-02
6.815000e-10,2.055336e-03,1.335566e+01,8.392200e-02,8.555250e-02,2.014786e-03,8.236859e-02,8.396799e-02
6.820000e-10,2.059115e-03,1.335573e+01,8.385040e-02,8.548643e-02,2.014964e-03,8.236228e-02,8.396170e-02
6.825000e-10,2.053999e-03,1.335580e+01,8.378602e-02,8.541920e-02,2.015617e-03,8.235595e-02,8.395599e-02
6.830000e-10,2.044403e-03,1.335587e+01,8.372821e-02,8.535255e-02,2.015902e-03,8.234980e-02,8.395028e-02
6.835000e-10,2.038878e-03,1.335593e+01,8.367230e-02,8.529005e-02,2.015427e-03,8.234407e-02,8.394427e-02
6.840000e-10,2.041176e-03,1.335599e+01,8.361459e-02,8.523325e-02,2.014599e-03,8.233880e-02,8.393823e-02
6.845000e-10,2.046935e-03,1.335605e+01,8.355584e-02,8.518024e-02,2.014151e-03,8.233378e-02,8.393266e-02
6.850000e-10,2.048781e-03,1.335611e+01,8.350001e-02,8.512775e-02,2.014376e-03,8.232877e-02,8.392777e-02
6.855000e-10,2.043982e-03,1.335617e+01,8.344993e-02,8.507450e-02,2.014872e-03,8.232377e-02,8.392326e-02
6.860000e-10,2.036752e-03,1.335622e+01,8.340448e-02,8.502217e-02,2.015003e-03,8.231894e-02,8.391870e-02
6.865000e-10,2.033399e-03,1.335627e+01,8.335999e-02,8.497341e-02,2.014560e-03,8.231447e-02,8.391392e-02
6.870000e-10,2.035818e-03,1.335632e+01,8.331408e-02,8.492897e-02,2.013931e-03,8.231033e-02,8.390919e-02
6.875000e-10,2.040001e-03,1.335637e+01,8.326783e-02,8.488710e-02,2.013662e-03,8.230636e-02,8.390486e-02
6.880000e-10,2.040581e-03,1.335641e+01,8.322432e-02,8.484541e-02,2.013894e-03,8.230240e-02,8.390105e-02
6.885000e-10,2.036329e-03,1.335645e+01,8.318531e-02,8.480329e-02,2.014259e-03,8.229844e-02,8.389748e-02
6.890000e-10,2.031001e-03,1.335650e+01,8.314950e-02,8.476225e-02,2.014288e-03,8.229466e-02,8.389384e-02
6.895000e-10,2.029121e-03,1.335653e+01,8.311409e-02,8.472419e-02,2.013895e-03,8.229117e-02,8.389005e-02
6.900000e-10,2.031386e-03,1.335657e+01,8.307762e-02,8.468937e-02,2.013428e-03,8.228792e-02,8.388634e-02
6.905000e-10,2.034315e-03,1.335661e+01,8.304127e-02,8.465626e-02,2.013282e-03,8.228478e-02,8.388299e-02
6.910000e-10,2.034115e-03,1.335665e+01,8.300738e-02,8.462317e-02,2.013499e-03,8.228163e-02,8.388001e-02
6.915000e-10,2.030502e-03,1.335668e+01,8.297695e-02,8.458989e-02,2.013756e-03,8.227852e-02,8.387718e-02
6.920000e-10,2.026662e-03,1.335671e+01,8.294869e-02,8.455774e-02,2.013722e-03,8.227556e-02,8.387427e-02
6.925000e-10,2.025747e-03,1.335674e+01,8.292050e-02,8.452803e-02,2.013387e-03,8.227282e-02,8.387127e-02
6.930000e-10,2.027720e-03,1.335677e+01,8.289157e-02,8.450071e-02,2.013048e-03,8.227027e-02,8.386838e-02
6.935000e-10,2.029686e-03,1.335680e+01,8.286306e-02,8.447450e-02,2.012983e-03,8.226779e-02,8.386577e-02
6.940000e-10,2.029047e-03,1.335683e+01,8.283666e-02,8.444824e-02,2.013173e-03,8.226529e-02,8.386343e-02
6.945000e-10,2.026075e-03,1.335686e+01,8.281287e-02,8.442200e-02,2.013348e-03,8.226284e-02,8.386119e-02
6.950000e-10,2.023373e-03,1.335688e+01,8.279053e-02,8.439683e-02,2.013277e-03,8.226052e-02,8.385887e-02
6.955000e-10,2.023060e-03,1.335691e+01,8.276809e-02,8.437361e-02,2.013000e-03,8.225839e-02,8.385650e-02
6.960000e-10,2.024692e-03,1.335693e+01,8.274520e-02,8.435214e-02,2.012761e-03,8.225638e-02,8.385424e-02
6.965000e-10,2.025940e-03,1.335695e+01,8.272285e-02,8.433139e-02,2.012747e-03,8.225441e-02,8.385221e-02
6.970000e-10,2.025095e-03,1.335698e+01,8.270228e-02,8.431057e-02,2.012905e-03,8.225244e-02,8.385038e-02
6.975000e-10,2.022715e-03,1.335700e+01,8.268366e-02,8.428989e-02,2.013016e-03,8.225051e-02,8.384859e-02
6.980000e-10,2.020864e-03,1.335702e+01,8.266597e-02,8.427020e-02,2.012929e-03,8.224869e-02,8.384675e-02
6.985000e-10,2.020904e-03,1.335704e+01,8.264813e-02,8.425205e-02,2.012706e-03,8.224702e-02,8.384488e-02
6.990000e-10,2.022198e-03,1.335706e+01,8.263003e-02,8.423515e-02,2.012542e-03,8.224544e-02,8.384312e-02
6.995000e-10,2.022930e-03,1.335707e+01,8.261254e-02,8.421871e-02,2.012558e-03,8.224388e-02,8.384154e-02
7.000000e-10,2.022027e-03,1.335709e+01,8.259651e-02,8.420222e-02,2.012685e-03,8.224232e-02,8.384010e-02
7.005000e-10,2.020167e-03,1.335711e+01,8.258190e-02,8.418595e-02,2.012750e-03,8.224080e-02,8.383868e-02
7.010000e-10,2.018937e-03,1.335712e+01,8.256789e-02,8.417054e-02,2.012659e-03,8.223938e-02,8.383721e-02
7.015000e-10,2.019163e-03,1.335714e+01,8.255371e-02,8.415634e-02,2.012483e-03,8.223807e-02,8.383574e-02
7.020000e-10,2.020152e-03,1.335715e+01,8.253943e-02,8.414303e-02,2.012375e-03,8.223682e-02,8.383437e-02
7.025000e-10,2.020524e-03,1.335717e+01,8.252575e-02,8.413000e-02,2.012406e-03,8.223558e-02,8.383313e-02
7.030000e-10,2.019656e-03,1.335718e+01,8.251325e-02,8.411696e-02,2.012504e-03,8.223435e-02,8.383200e-02
7.035000e-10,2.018233e-03,1.335719e+01,8.250177e-02,8.410416e-02,2.012536e-03,8.223316e-02,8.383087e-02
7.040000e-10,2.017446e-03,1.335721e+01,8.249065e-02,8.409211e-02,2.012449e-03,8.223205e-02,8.382970e-02
7.045000e-10,2.017750e-03,1.335722e+01,8.247940e-02,8.408099e-02,2.012314e-03,8.223102e-02,8.382855e-02
7.050000e-10,2.018479e-03,1.335723e+01,8.246814e-02,8.407049e-02,2.012246e-03,8.223004e-02,8.382748e-02
7.055000e-10,2.018612e-03,1.335724e+01,8.245745e-02,8.406017e-02,2.012282e-03,8.222906e-02,8.382652e-02
7.060000e-10,2.017829e-03,1.335725e+01,8.244769e-02,8.404986e-02,2.012355e-03,8.222808e-02,8.382562e-02
7.065000e-10,2.016763e-03,1.335726e+01,8.243866e-02,8.403981e-02,2.012366e-03,8.222715e-02,8.382472e-02
7.070000e-10,2.016284e-03,1.335727e+01,8.242984e-02,8.403038e-02,2.012288e-03,8.222628e-02,8.382380e-02
7.075000e-10,2.016602e-03,1.335728e+01,8.242091e-02,8.402166e-02,2.012186e-03,8.222548e-02,8.382289e-02
7.080000e-10,2.017119e-03,1.335729e+01,8.241206e-02,8.401338e-02,2.012146e-03,8.222470e-02,8.382206e-02
7.085000e-10,2.017101e-03,1.335730e+01,8.240371e-02,8.400520e-02,2.012182e-03,8.222392e-02,8.382131e-02
7.090000e-10,2.016425e-03,1.335731e+01,8.239608e-02,8.399705e-02,2.012235e-03,8.222315e-02,8.382060e-02
7.095000e-10,2.015643e-03,1.335732e+01,8.238896e-02,8.398917e-02,2.012231e-03,8.222242e-02,8.381988e-02
7.100000e-10,2.015372e-03,1.335732e+01,8.238196e-02,8.398179e-02,2.012163e-03,8.222174e-02,8.381915e-02
7.105000e-10,2.015666e-03,1.335733e+01,8.237489e-02,8.397495e-02,2.012089e-03,8.222111e-02,8.381844e-02
7.110000e-10,2.016017e-03,1.335734e+01,8.236793e-02,8.396840e-02,2.012067e-03,8.222049e-02,8.381779e-02
7.115000e-10,2.015912e-03,1.335735e+01,8.236141e-02,8.396192e-02,2.012101e-03,8.221988e-02,8.381720e-02
7.120000e-10,2.015348e-03,1.335735e+01,8.235544e-02,8.395550e-02,2.012137e-03,8.221927e-02,8.381664e-02
7.125000e-10,2.014787e-03,1.335736e+01,8.234982e-02,8.394932e-02,2.012125e-03,8.221870e-02,8.381607e-02
7.130000e-10,2.014651e-03,1.335736e+01,8.234427e-02,8.394355e-02,2.012068e-03,8.221817e-02,8.381549e-02
7.135000e-10,2.014904e-03,1.335737e+01,8.233868e-02,8.393817e-02,2.012014e-03,8.221767e-02,8.381494e-02
7.140000e-10,2.015130e-03,1.335738e+01,8.233321e-02,8.393299e-02,2.012005e-03,8.221718e-02,8.381443e-02
7.145000e-10,2.014981e-03,1.335738e+01,8.232812e-02,8.392787e-02,2.012034e-03,8.221669e-02,8.381397e-02
7.150000e-10,2.014523e-03,1.335739e+01,8.232344e-02,8.392280e-02,2.012058e-03,8.221622e-02,8.381353e-02
7.155000e-10,2.014129e-03,1.335739e+01,8.231900e-02,8.391795e-02,2.012042e-03,8.221577e-02,8.381307e-02
7.160000e-10,2.014078e-03,1.335740e+01,8.231460e-02,8.391344e-02,2.011995e-03,8.221535e-02,8.381262e-02
7.165000e-10,2.014285e-03,1.335740e+01,8.231018e-02,8.390921e-02,2.011958e-03,8.221496e-02,8.381218e-02
7.170000e-10,2.014418e-03,1.335741e+01,8.230590e-02,8.390511e-02,2.011956e-03,8.221457e-02,8.381179e-02
7.175000e-10,2.014255e-03,1.335741e+01,8.230191e-02,8.390106e-02,2.011980e-03,8.221419e-02,8.381143e-02
7.180000e-10,2.013892e-03,1.335741e+01,8.229824e-02,8.389707e-02,2.011994e-03,8.221381e-02,8.381107e-02
7.185000e-10,2.013621e-03,1.335742e+01,8.229474e-02,8.389327e-02,2.011977e-03,8.221346e-02,8.381071e-02
7.190000e-10,2.013620e-03,1.335742e+01,8.229124e-02,8.388973e-02,2.011940e-03,8.221314e-02,8.381036e-02
7.195000e-10,2.013781e-03,1.335743e+01,8.228775e-02,8.388640e-02,2.011914e-03,8.221283e-02,8.381002e-02
7.200000e-10,2.013850e-03,1.335743e+01,8.228440e-02,8.388317e-02,2.011917e-03,8.221252e-02,8.380971e-02
7.205000e-10,2.013689e-03,1.335743e+01,8.228129e-02,8.387996e-02,2.011936e-03,8.221222e-02,8.380942e-02
7.210000e-10,2.013408e-03,1.335744e+01,8.227840e-02,8.387682e-02,2.011943e-03,8.221192e-02,8.380914e-02
7.215000e-10,2.013228e-03,1.335744e+01,8.227563e-02,8.387385e-02,2.011926e-03,8.221165e-02,8.380886e-02
7.220000e-10,2.013252e-03,1.335744e+01,8.227286e-02,8.387107e-02,2.011897e-03,8.221139e-02,8.380857e-02
7.225000e-10,2.013373e-03,1.335744e+01,8.227011e-02,8.386845e-02,2.011881e-03,8.221115e-02,8.380831e-02
7.230000e-10,2.013398e-03,1.335745e+01,8.226748e-02,8.386589e-02,2.011885e-03,8.221090e-02,8.380807e-02
7.235000e-10,2.013251e-03,1.335745e+01,8.226505e-02,8.386336e-02,2.011900e-03,8.221067e-02,8.380784e-02
7.240000e-10,2.013037e-03,1.335745e+01,8.226278e-02,8.386089e-02,2.011902e-03,8.221044e-02,8.380762e-02
7.245000e-10,2.012921e-03,1.335746e+01,8.226058e-02,8.385856e-02,2.011887e-03,8.221022e-02,8.380740e-02
7.250000e-10,2.012957e-03,1.335746e+01,8.225839e-02,8.385638e-02,2.011865e-03,8.221002e-02,8.380717e-02
7.255000e-10,2.013044e-03,1.335746e+01,8.225623e-02,8.385431e-02,2.011854e-03,8.220983e-02,8.380697e-02
7.260000e-10,2.013041e-03,1.335746e+01,8.225417e-02,8.385229e-02,2.011860e-03,8.220963e-02,8.380678e-02
7.265000e-10,2.012912e-03,1.335746e+01,8.225226e-02,8.385029e-02,2.011870e-03,8.220944e-02,8.380660e-02
7.270000e-10,2.012753e-03,1.335747e+01,8.225048e-02,8.384835e-02,2.011870e-03,8.220926e-02,8.380642e-02
7.275000e-10,2.012681e-03,1.335747e+01,8.224874e-02,8.384652e-02,2.011857e-03,8.220910e-02,8.380625e-02
7.280000e-10,2.012719e-03,1.335747e+01,8.224700e-02,8.384481e-02,2.011840e-03,8.220894e-02,8.380607e-02
7.285000e-10,2.012778e-03,1.335747e+01,8.224530e-02,8.384318e-02,2.011834e-03,8.220878e-02,8.380591e-02
7.290000e-10,2.012759e-03,1.335747e+01,8.224369e-02,8.384158e-02,2.011840e-03,8.220863e-02,8.380576e-02
7.295000e-10,2.012650e-03,1.335748e+01,8.224220e-02,8.384000e-02,2.011847e-03,8.220848e-02,8.380562e-02
7.300000e-10,2.012534e-03,1.335748e+01,8.224079e-02,8.383848e-02,2.011845e-03,8.220834e-02,8.380548e-02
7.305000e-10,2.012492e-03,1.335748e+01,8.223941e-02,8.383705e-02,2.011833e-03,8.220821e-02,8.380534e-02
7.310000e-10,2.012527e-03,1.335748e+01,8.223804e-02,8.383571e-02,2.011821e-03,8.220809e-02,8.380520e-02
7.315000e-10,2.012565e-03,1.335748e+01,8.223670e-02,8.383442e-02,2.011818e-03,8.220796e-02,8.380508e-02
7.320000e-10,2.012537e-03,1.335748e+01,8.223544e-02,8.383315e-02,2.011823e-03,8.220784e-02,8.380496e-02
7.325000e-10,2.012448e-03,1.335748e+01,8.223427e-02,8.383191e-02,2.011828e-03,8.220773e-02,8.380485e-02
7.330000e-10,2.012364e-03,1.335748e+01,8.223316e-02,8.383071e-02,2.011825e-03,8.220762e-02,8.380474e-02
7.335000e-10,2.012342e-03,1.335749e+01,8.223207e-02,8.382959e-02,2.011815e-03,8.220751e-02,8.380463e-02
7.340000e-10,2.012372e-03,1.335749e+01,8.223099e-02,8.382854e-02,2.011807e-03,8.220742e-02,8.380452e-02
7.345000e-10,2.012395e-03,1.335749e+01,8.222994e-02,8.382752e-02,2.011805e-03,8.220732e-02,8.380442e-02
7.350000e-10,2.012364e-03,1.335749e+01,8.222895e-02,8.382652e-02,2.011809e-03,8.220723e-02,8.380433e-02
7.355000e-10,2.012292e-03,1.335749e+01,8.222803e-02,8.382554e-02,2.011812e-03,8.220713e-02,8.380424e-02
7.360000e-10,2.012233e-03,1.335749e+01,8.222716e-02,8.382460e-02,2.011809e-03,8.220705e-02,8.380416e-02
7.365000e-10,2.012224e-03,1.335749e+01,8.222629e-02,8.382372e-02,2.011801e-03,8.220696e-02,8.380407e-02
7.370000e-10,2.012248e-03,1.335749e+01,8.222544e-02,8.382289e-02,2.011795e-03,8.220689e-02,8.380398e-02
7.375000e-10,2.012259e-03,1.335749e+01,8.222461e-02,8.382209e-02,2.011795e-03,8.220681e-02,8.380391e-02
7.380000e-10,2.012228e-03,1.335749e+01,8.222384e-02,8.382130e-02,2.011799e-03,8.220674e-02,8.380384e-02
7.385000e-10,2.012172e-03,1.335750e+01,8.222312e-02,8.382053e-02,2.011800e-03,8.220666e-02,8.380377e-02
7.390000e-10,2.012132e-03,1.335750e+01,8.222243e-02,8.381979e-02,2.011797e-03,8.220660e-02,8.380370e-02
7.395000e-10,2.012129e-03,1.335750e+01,8.222175e-02,8.381910e-02,2.011791e-03,8.220653e-02,8.380363e-02
7.400000e-10,2.012147e-03,1.335750e+01,8.222107e-02,8.381845e-02,2.011787e-03,8.220647e-02,8.380356e-02
7.405000e-10,2.012151e-03,1.335750e+01,8.222042e-02,8.381781e-02,2.011787e-03,8.220641e-02,8.380350e-02
7.410000e-10,2.012123e-03,1.335750e+01,8.221982e-02,8.381719e-02,2.011790e-03,8.220635e-02,8.380345e-02
7.415000e-10,2.012080e-03,1.335750e+01,8.221925e-02,8.381658e-02,2.011790e-03,8.220630e-02,8.380339e-02
7.420000e-10,2.012052e-03,1.335750e+01,8.221871e-02,8.381600e-02,2.011787e-03,8.220624e-02,8.380334e-02
7.425000e-10,2.012054e-03,1.335750e+01,8.221817e-02,8.381546e-02,2.011783e-03,8.220619e-02,8.380328e-02
7.430000e-10,2.012067e-03,1.335750e+01,8.221763e-02,8.381495e-02,2.011780e-03,8.220614e-02,8.380323e-02
7.435000e-10,2.012066e-03,1.335750e+01,8.221713e-02,8.381445e-02,2.011781e-03,8.220610e-02,8.380318e-02
7.440000e-10,2.012041e-03,1.335750e+01,8.221665e-02,8.381395e-02,2.011783e-03,8.220605e-02,8.380314e-02
7.445000e-10,2.012008e-03,1.335750e+01,8.221621e-02,8.381348e-02,2.011783e-03,8.220601e-02,8.380309e-02
7.450000e-10,2.011990e-03,1.335750e+01,8.221577e-02,8.381302e-02,2.011780e-03,8.220596e-02,8.380305e-02
7.455000e-10,2.011993e-03,1.335750e+01,8.221535e-02,8.381260e-02,2.011776e-03,8.220593e-02,8.380301e-02
7.460000e-10,2.012002e-03,1.335750e+01,8.221493e-02,8.381219e-02,2.011775e-03,8.220589e-02,8.380297e-02
7.465000e-10,2.011998e-03,1.335751e+01,8.221453e-02,8.381180e-02,2.011776e-03,8.220585e-02,8.380293e-02
7.470000e-10,2.011977e-03,1.335751e+01,8.221416e-02,8.381141e-02,2.011777e-03,8.220581e-02,8.380290e-02
7.475000e-10,2.011953e-03,1.335751e+01,8.221381e-02,8.381103e-02,2.011777e-03,8.220578e-02,8.380286e-02
7.480000e-10,2.011941e-03,1.335751e+01,8.221347e-02,8.381068e-02,2.011774e-03,8.220575e-02,8.380283e-02
7.485000e-10,2.011945e-03,1.335751e+01,8.221313e-02,8.381034e-02,2.011772e-03,8.220571e-02,8.380279e-02
7.490000e-10,2.011951e-03,1.335751e+01,8.221280e-02,8.381002e-02,2.011771e-03,8.220568e-02,8.380276e-02
7.495000e-10,2.011945e-03,1.335751e+01,8.221249e-02,8.380971e-02,2.011771e-03,8.220565e-02,8.380273e-02
7.500000e-10,2.011927e-03,1.335751e+01,8.221220e-02,8.380940e-02,2.011772e-03,8.220563e-02,8.380271e-02
7.505000e-10,2.011910e-03,1.335751e+01,8.221192e-02,8.380911e-02,2.011772e-03,8.220560e-02,8.380268e-02
7.510000e-10,2.011903e-03,1.335751e+01,8.221165e-02,8.380883e-02,2.011770e-03,8.220557e-02,8.380265e-02
7.515000e-10,2.011906e-03,1.335751e+01,8.221138e-02,8.380857e-02,2.011768e-03,8.220555e-02,8.380262e-02
7.520000e-10,2.011910e-03,1.335751e+01,8.221113e-02,8.380832e-02,2.011767e-03,8.220552e-02,8.380260e-02
7.525000e-10,2.011903e-03,1.335751e+01,8.221088e-02,8.380807e-02,2.011768e-03,8.220550e-02,8.380258e-02
7.530000e-10,2.011889e-03,1.335751e+01,8.221065e-02,8.380783e-02,2.011769e-03,8.220548e-02,8.380255e-02
7.535000e-10,2.011876e-03,1.335751e+01,8.221043e-02,8.380760e-02,2.011768e-03,8.220546e-02,8.380253e-02
7.540000e-10,2.011872e-03,1.335751e+01,8.221022e-02,8.380738e-02,2.011766e-03,8.220544e-02,8.380251e-02
7.545000e-10,2.011875e-03,1.335751e+01,8.221001e-02,8.380717e-02,2.011765e-03,8.220542e-02,8.380249e-02
7.550000e-10,2.011877e-03,1.335751e+01,8.220981e-02,8.380697e-02,2.011765e-03,8.220540e-02,8.380247e-02
7.555000e-10,2.011871e-03,1.335751e+01,8.220962e-02,8.380678e-02,2.011765e-03,8.220538e-02,8.380245e-02
7.560000e-10,2.011859e-03,1.335751e+01,8.220944e-02,8.380659e-02,2.011766e-03,8.220536e-02,8.380244e-02
7.565000e-10,2.011850e-03,1.335751e+01,8.220926e-02,8.380640e-02,2.011765e-03,8.220535e-02,8.380242e-02
7.570000e-10,2.011848e-03,1.335751e+01,8.220910e-02,8.380623e-02,2.011764e-03,8.220533e-02,8.380240e-02
7.575000e-10,2.011851e-03,1.335751e+01,8.220893e-02,8.380607e-02,2.011763e-03,8.220531e-02,8.380239e-02
7.580000e-10,2.011851e-03,1.335751e+01,8.220877e-02,8.380591e-02,2.011763e-03,8.220530e-02,8.380237e-02
7.585000e-10,2.011845e-03,1.335751e+01,8.220862e-02,8.380576e-02,2.011763e-03,8.220529e-02,8.380236e-02
7.590000e-10,2.011836e-03,1.335751e+01,8.220848e-02,8.380561e-02,2.011763e-03,8.220527e-02,8.380234e-02
