time,"P(B5|X9)","P(B1|X9)","P(B3|X9)","P(B2|X11)","P(B1|X12)"
1.238000e-10,2.611032e+01,-6.030845e+00,2.611214e+01,1.963733e+01,1.963146e+01
1.240000e-10,2.611036e+01,-6.031213e+00,2.611292e+01,1.963651e+01,1.963144e+01
1.242000e-10,2.611032e+01,-6.031658e+00,2.611364e+01,1.963565e+01,1.963144e+01
1.244000e-10,2.611020e+01,-6.032157e+00,2.611426e+01,1.963484e+01,1.963145e+01
1.246000e-10,2.611002e+01,-6.032682e+00,2.611475e+01,1.963416e+01,1.963146e+01
1.248000e-10,2.610980e+01,-6.033202e+00,2.611510e+01,1.963364e+01,1.963145e+01
1.250000e-10,2.610954e+01,-6.033685e+00,2.611530e+01,1.963334e+01,1.963143e+01
1.252000e-10,2.610928e+01,-6.034102e+00,2.611534e+01,1.963325e+01,1.963140e+01
1.254000e-10,2.610904e+01,-6.034426e+00,2.611524e+01,1.963338e+01,1.963135e+01
1.256000e-10,2.610883e+01,-6.034636e+00,2.611503e+01,1.963369e+01,1.963128e+01
1.258000e-10,2.610867e+01,-6.034720e+00,2.611473e+01,1.963414e+01,1.963121e+01
1.260000e-10,2.610857e+01,-6.034671e+00,2.611436e+01,1.963469e+01,1.963115e+01
1.262000e-10,2.610854e+01,-6.034494e+00,2.611396e+01,1.963527e+01,1.963110e+01
1.264000e-10,2.610858e+01,-6.034201e+00,2.611356e+01,1.963583e+01,1.963106e+01
1.266000e-10,2.610867e+01,-6.033812e+00,2.611318e+01,1.963632e+01,1.963106e+01
1.268000e-10,2.610882e+01,-6.033353e+00,2.611285e+01,1.963670e+01,1.963108e+01
1.270000e-10,2.610900e+01,-6.032853e+00,2.611258e+01,1.963695e+01,1.963113e+01
1.272000e-10,2.610921e+01,-6.032346e+00,2.611238e+01,1.963705e+01,1.963121e+01
1.274000e-10,2.610943e+01,-6.031862e+00,2.611227e+01,1.963702e+01,1.963131e+01
1.276000e-10,2.610963e+01,-6.031430e+00,2.611222e+01,1.963685e+01,1.963142e+01
1.278000e-10,2.610981e+01,-6.031077e+00,2.611225e+01,1.963657e+01,1.963153e+01
1.280000e-10,2.610996e+01,-6.030820e+00,2.611235e+01,1.963623e+01,1.963164e+01
1.282000e-10,2.611006e+01,-6.030671e+00,2.611249e+01,1.963584e+01,1.963174e+01
1.284000e-10,2.611011e+01,-6.030634e+00,2.611267e+01,1.963545e+01,1.963181e+01
1.286000e-10,2.611012e+01,-6.030706e+00,2.611287e+01,1.963510e+01,1.963185e+01
1.288000e-10,2.611007e+01,-6.030877e+00,2.611307e+01,1.963480e+01,1.963186e+01
1.290000e-10,2.610999e+01,-6.031129e+00,2.611327e+01,1.963458e+01,1.963183e+01
1.292000e-10,2.610988e+01,-6.031443e+00,2.611345e+01,1.963445e+01,1.963178e+01
1.294000e-10,2.610975e+01,-6.031794e+00,2.611360e+01,1.963442e+01,1.963170e+01
1.296000e-10,2.610961e+01,-6.032158e+00,2.611372e+01,1.963448e+01,1.963160e+01
1.298000e-10,2.610948e+01,-6.032511e+00,2.611380e+01,1.963461e+01,1.963148e+01
1.300000e-10,2.610935e+01,-6.032831e+00,2.611385e+01,1.963480e+01,1.963137e+01
1.302000e-10,2.610925e+01,-6.033101e+00,2.611386e+01,1.963503e+01,1.963126e+01
1.304000e-10,2.610918e+01,-6.033307e+00,2.611383e+01,1.963527e+01,1.963117e+01
1.306000e-10,2.610913e+01,-6.033442e+00,2.611378e+01,1.963551e+01,1.963110e+01
1.308000e-10,2.610912e+01,-6.033501e+00,2.611371e+01,1.963572e+01,1.963106e+01
1.310000e-10,2.610913e+01,-6.033489e+00,2.611362e+01,1.963589e+01,1.963104e+01
1.312000e-10,2.610917e+01,-6.033411e+00,2.611352e+01,1.963600e+01,1.963106e+01
1.314000e-10,2.610922e+01,-6.033278e+00,2.611342e+01,1.963606e+01,1.963110e+01
1.316000e-10,2.610929e+01,-6.033105e+00,2.611332e+01,1.963607e+01,1.963116e+01
1.318000e-10,2.610937e+01,-6.032905e+00,2.611323e+01,1.963602e+01,1.963124e+01
1.320000e-10,2.610944e+01,-6.032694e+00,2.611316e+01,1.963594e+01,1.963132e+01
1.322000e-10,2.610951e+01,-6.032487e+00,2.611309e+01,1.963582e+01,1.963141e+01
1.324000e-10,2.610957e+01,-6.032297e+00,2.611305e+01,1.963569e+01,1.963150e+01
1.326000e-10,2.610961e+01,-6.032134e+00,2.611301e+01,1.963556e+01,1.963157e+01
1.328000e-10,2.610963e+01,-6.032007e+00,2.611300e+01,1.963543e+01,1.963163e+01
1.330000e-10,2.610963e+01,-6.031921e+00,2.611300e+01,1.963532e+01,1.963167e+01
1.332000e-10,2.610962e+01,-6.031876e+00,2.611301e+01,1.963524e+01,1.963169e+01
1.334000e-10,2.610959e+01,-6.031872e+00,2.611304e+01,1.963520e+01,1.963169e+01
1.336000e-10,2.610955e+01,-6.031904e+00,2.611307e+01,1.963518e+01,1.963167e+01
1.338000e-10,2.610950e+01,-6.031967e+00,2.611311e+01,1.963519e+01,1.963163e+01
1.340000e-10,2.610945e+01,-6.032054e+00,2.611315e+01,1.963522e+01,1.963158e+01
1.342000e-10,2.610941e+01,-6.032156e+00,2.611320e+01,1.963528e+01,1.963152e+01
1.344000e-10,2.610936e+01,-6.032265e+00,2.611324e+01,1.963534e+01,1.963147e+01
1.346000e-10,2.610933e+01,-6.032373e+00,2.611328e+01,1.963541e+01,1.963141e+01
1.348000e-10,2.610931e+01,-6.032473e+00,2.611331e+01,1.963548e+01,1.963136e+01
1.350000e-10,2.610929e+01,-6.032559e+00,2.611334e+01,1.963554e+01,1.963132e+01
1.352000e-10,2.610929e+01,-6.032627e+00,2.611337e+01,1.963558e+01,1.963129e+01
1.354000e-10,2.610931e+01,-6.032675e+00,2.611338e+01,1.963560e+01,1.963127e+01
1.356000e-10,2.610933e+01,-6.032700e+00,2.611339e+01,1.963561e+01,1.963126e+01
1.358000e-10,2.610936e+01,-6.032705e+00,2.611340e+01,1.963560e+01,1.963127e+01
1.360000e-10,2.610939e+01,-6.032690e+00,2.611339e+01,1.963558e+01,1.963129e+01
1.362000e-10,2.610943e+01,-6.032660e+00,2.611339e+01,1.963555e+01,1.963131e+01
1.364000e-10,2.610946e+01,-6.032617e+00,2.611338e+01,1.963551e+01,1.963134e+01
1.366000e-10,2.610950e+01,-6.032565e+00,2.611336e+01,1.963547e+01,1.963138e+01
1.368000e-10,2.610953e+01,-6.032510e+00,2.611335e+01,1.963544e+01,1.963141e+01
1.370000e-10,2.610955e+01,-6.032455e+00,2.611333e+01,1.963541e+01,1.963144e+01
1.372000e-10,2.610957e+01,-6.032404e+00,2.611331e+01,1.963539e+01,1.963146e+01
1.374000e-10,2.610957e+01,-6.032359e+00,2.611330e+01,1.963538e+01,1.963148e+01
1.376000e-10,2.610957e+01,-6.032324e+00,2.611328e+01,1.963538e+01,1.963149e+01
1.378000e-10,2.610957e+01,-6.032299e+00,2.611327e+01,1.963539e+01,1.963150e+01
1.380000e-10,2.610955e+01,-6.032285e+00,2.611326e+01,1.963541e+01,1.963149e+01
1.382000e-10,2.610953e+01,-6.032281e+00,2.611325e+01,1.963543e+01,1.963149e+01
1.384000e-10,2.610951e+01,-6.032288e+00,2.611325e+01,1.963546e+01,1.963148e+01
1.386000e-10,2.610948e+01,-6.032303e+00,2.611324e+01,1.963549e+01,1.963146e+01
1.388000e-10,2.610946e+01,-6.032325e+00,2.611324e+01,1.963552e+01,1.963145e+01
1.390000e-10,2.610944e+01,-6.032351e+00,2.611324e+01,1.963554e+01,1.963143e+01
1.392000e-10,2.610941e+01,-6.032379e+00,2.611324e+01,1.963555e+01,1.963142e+01
1.394000e-10,2.610940e+01,-6.032407e+00,2.611325e+01,1.963556e+01,1.963141e+01
1.396000e-10,2.610939e+01,-6.032433e+00,2.611325e+01,1.963556e+01,1.963140e+01
1.398000e-10,2.610938e+01,-6.032456e+00,2.611326e+01,1.963555e+01,1.963140e+01
1.400000e-10,2.610938e+01,-6.032474e+00,2.611326e+01,1.963553e+01,1.963140e+01
1.402000e-10,2.610938e+01,-6.032487e+00,2.611327e+01,1.963551e+01,1.963140e+01
1.404000e-10,2.610939e+01,-6.032494e+00,2.611327e+01,1.963549e+01,1.963140e+01
1.406000e-10,2.610940e+01,-6.032496e+00,2.611328e+01,1.963547e+01,1.963140e+01
1.408000e-10,2.610941e+01,-6.032492e+00,2.611328e+01,1.963544e+01,1.963141e+01
1.410000e-10,2.610942e+01,-6.032485e+00,2.611328e+01,1.963543e+01,1.963141e+01
1.412000e-10,2.610944e+01,-6.032474e+00,2.611329e+01,1.963541e+01,1.963142e+01
1.414000e-10,2.610945e+01,-6.032461e+00,2.611329e+01,1.963541e+01,1.963142e+01
1.416000e-10,2.610946e+01,-6.032448e+00,2.611329e+01,1.963540e+01,1.963143e+01
1.418000e-10,2.610947e+01,-6.032434e+00,2.611329e+01,1.963541e+01,1.963143e+01
1.420000e-10,2.610948e+01,-6.032422e+00,2.611329e+01,1.963542e+01,1.963143e+01
1.422000e-10,2.610949e+01,-6.032412e+00,2.611329e+01,1.963543e+01,1.963143e+01
1.424000e-10,2.610949e+01,-6.032404e+00,2.611329e+01,1.963545e+01,1.963143e+01
1.426000e-10,2.610949e+01,-6.032399e+00,2.611329e+01,1.963546e+01,1.963142e+01
1.428000e-10,2.610948e+01,-6.032397e+00,2.611329e+01,1.963548e+01,1.963142e+01
1.430000e-10,2.610948e+01,-6.032397e+00,2.611329e+01,1.963549e+01,1.963142e+01
1.432000e-10,2.610947e+01,-6.032400e+00,2.611329e+01,1.963550e+01,1.963142e+01
1.434000e-10,2.610946e+01,-6.032405e+00,2.611328e+01,1.963551e+01,1.963142e+01
1.436000e-10,2.610945e+01,-6.032411e+00,2.611328e+01,1.963551e+01,1.963142e+01
1.438000e-10,2.610945e+01,-6.032417e+00,2.611328e+01,1.963551e+01,1.963142e+01
1.440000e-10,2.610944e+01,-6.032423e+00,2.611328e+01,1.963551e+01,1.963142e+01
1.442000e-10,2.610944e+01,-6.032429e+00,2.611327e+01,1.963550e+01,1.963142e+01
1.444000e-10,2.610943e+01,-6.032433e+00,2.611327e+01,1.963549e+01,1.963142e+01
1.446000e-10,2.610943e+01,-6.032436e+00,2.611327e+01,1.963548e+01,1.963142e+01
1.448000e-10,2.610943e+01,-6.032438e+00,2.611327e+01,1.963547e+01,1.963143e+01
1.450000e-10,2.610943e+01,-6.032438e+00,2.611327e+01,1.963547e+01,1.963143e+01
1.452000e-10,2.610944e+01,-6.032437e+00,2.611327e+01,1.963546e+01,1.963143e+01
1.454000e-10,2.610944e+01,-6.032435e+00,2.611327e+01,1.963545e+01,1.963143e+01
1.456000e-10,2.610944e+01,-6.032432e+00,2.611327e+01,1.963545e+01,1.963143e+01
1.458000e-10,2.610945e+01,-6.032429e+00,2.611328e+01,1.963545e+01,1.963143e+01
1.460000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963545e+01,1.963143e+01
1.462000e-10,2.610946e+01,-6.032422e+00,2.611328e+01,1.963545e+01,1.963143e+01
1.464000e-10,2.610946e+01,-6.032420e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.466000e-10,2.610946e+01,-6.032418e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.468000e-10,2.610946e+01,-6.032417e+00,2.611329e+01,1.963547e+01,1.963142e+01
1.470000e-10,2.610946e+01,-6.032416e+00,2.611329e+01,1.963548e+01,1.963142e+01
1.472000e-10,2.610946e+01,-6.032417e+00,2.611329e+01,1.963548e+01,1.963142e+01
1.474000e-10,2.610946e+01,-6.032418e+00,2.611329e+01,1.963548e+01,1.963142e+01
1.476000e-10,2.610946e+01,-6.032420e+00,2.611329e+01,1.963548e+01,1.963142e+01
1.478000e-10,2.610946e+01,-6.032422e+00,2.611329e+01,1.963548e+01,1.963142e+01
1.480000e-10,2.610945e+01,-6.032425e+00,2.611329e+01,1.963548e+01,1.963142e+01
1.482000e-10,2.610945e+01,-6.032427e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.484000e-10,2.610945e+01,-6.032429e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.486000e-10,2.610945e+01,-6.032431e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.488000e-10,2.610944e+01,-6.032432e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.490000e-10,2.610944e+01,-6.032433e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.492000e-10,2.610944e+01,-6.032433e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.494000e-10,2.610944e+01,-6.032432e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.496000e-10,2.610944e+01,-6.032431e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.498000e-10,2.610945e+01,-6.032430e+00,2.611327e+01,1.963546e+01,1.963142e+01
1.500000e-10,2.610945e+01,-6.032429e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.502000e-10,2.610945e+01,-6.032427e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.504000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.506000e-10,2.610945e+01,-6.032424e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.508000e-10,2.610945e+01,-6.032423e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.510000e-10,2.610945e+01,-6.032423e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.512000e-10,2.610945e+01,-6.032422e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.514000e-10,2.610945e+01,-6.032422e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.516000e-10,2.610945e+01,-6.032422e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.518000e-10,2.610945e+01,-6.032423e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.520000e-10,2.610945e+01,-6.032423e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.522000e-10,2.610945e+01,-6.032424e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.524000e-10,2.610945e+01,-6.032425e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.526000e-10,2.610945e+01,-6.032425e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.528000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.530000e-10,2.610945e+01,-6.032427e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.532000e-10,2.610945e+01,-6.032427e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.534000e-10,2.610945e+01,-6.032427e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.536000e-10,2.610945e+01,-6.032427e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.538000e-10,2.610945e+01,-6.032427e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.540000e-10,2.610945e+01,-6.032427e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.542000e-10,2.610945e+01,-6.032427e+00,2.611328e+01,1.963546e+01,1.963142e+01
1.544000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.546000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.548000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.550000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.552000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.554000e-10,2.610945e+01,-6.032425e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.556000e-10,2.610945e+01,-6.032425e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.558000e-10,2.610945e+01,-6.032425e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.560000e-10,2.610945e+01,-6.032425e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.562000e-10,2.610945e+01,-6.032425e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.564000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.566000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.568000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.570000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.572000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.574000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.576000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.578000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.580000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.582000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.584000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.586000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.588000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.590000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.592000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.594000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.596000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.598000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.600000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.602000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.604000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.606000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963548e+01,1.963142e+01
1.608000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.610000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.612000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.614000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.616000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.618000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.620000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.622000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.624000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.626000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.628000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.630000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.632000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.634000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.636000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.638000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.640000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.642000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.644000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.646000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.648000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.650000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.652000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.654000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.656000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.658000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.660000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.662000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.664000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.666000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.668000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.670000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.672000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.674000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.676000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.678000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.680000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.682000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.684000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.686000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.688000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.690000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.692000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.694000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.696000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.698000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.700000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.702000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.704000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.706000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.708000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.710000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.712000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.714000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.716000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.718000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.720000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.722000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.724000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.726000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.728000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.730000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.732000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.734000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.736000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.738000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.740000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.742000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.744000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.746000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.748000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.750000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.752000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.754000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.756000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.758000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.760000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.762000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.764000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.766000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.768000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.770000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.772000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.774000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.776000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.778000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.780000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.782000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.784000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.786000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.788000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.790000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.792000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.794000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.796000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.798000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.800000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.802000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
1.804000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
