time,"P(B5|X9)","P(B1|X9)","P(B3|X9)","P(B2|X11)","P(B1|X12)"
2.550000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.552000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.554000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.556000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.558000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.560000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.562000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.564000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.566000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.568000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.570000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.572000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.574000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.576000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.578000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.580000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.582000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.584000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.586000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.588000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.590000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.592000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.594000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.596000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.598000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.600000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.602000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.604000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.606000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.608000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.610000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.612000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.614000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.616000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.618000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.620000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.622000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.624000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.626000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.628000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.630000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.632000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.634000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.636000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.638000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.640000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.642000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.644000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.646000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.648000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.650000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.652000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.654000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.656000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.658000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.660000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.662000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.664000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.666000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.668000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.670000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.672000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.674000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.676000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.678000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.680000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.682000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.684000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.686000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.688000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.690000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.692000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.694000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.696000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.698000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.700000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.702000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.704000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.706000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.708000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.710000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.712000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.714000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.716000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.718000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.720000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.722000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.724000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.726000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.728000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.730000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.732000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.734000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.736000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.738000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.740000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.742000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.744000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.746000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.748000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.750000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.752000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.754000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.756000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.758000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.760000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.762000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.764000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.766000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.768000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.770000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.772000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.774000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.776000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.778000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.780000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.782000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.784000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.786000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.788000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.790000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.792000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.794000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.796000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.798000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.800000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.802000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.804000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.806000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.808000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.810000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.812000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.814000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.816000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.818000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.820000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.822000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.824000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.826000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.828000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.830000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.832000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.834000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.836000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.838000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.840000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.842000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.844000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.846000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.848000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.850000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.852000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.854000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.856000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.858000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.860000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.862000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.864000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.866000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.868000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.870000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.872000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.874000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.876000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.878000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.880000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.882000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.884000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.886000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.888000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.890000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.892000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.894000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.896000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.898000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.900000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.902000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.904000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.906000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.908000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.910000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.912000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.914000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.916000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.918000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.920000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.922000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.924000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.926000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.928000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.930000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.932000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.934000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.936000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.938000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.940000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.942000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.944000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.946000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.948000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.950000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.952000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.954000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.956000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.958000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.960000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.962000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.964000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.966000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.968000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.970000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.972000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.974000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.976000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.978000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.980000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.982000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.984000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.986000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.988000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.990000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.992000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.994000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.996000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
2.998000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.000000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.002000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.004000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.006000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.008000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.010000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.012000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.014000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.016000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.018000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.020000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.022000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.024000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.026000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.028000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.030000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.032000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.034000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.036000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.038000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.040000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.042000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.044000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.046000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.048000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.050000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.052000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.054000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.056000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.058000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.060000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.062000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.064000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.066000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.068000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.070000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.072000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.074000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.076000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.078000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.080000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.082000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.084000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.086000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.088000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.090000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.092000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.094000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.096000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.098000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.100000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.102000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.104000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.106000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.108000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.110000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.112000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.114000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
3.116000e-10,2.610945e+01,-6.032426e+00,2.611328e+01,1.963547e+01,1.963142e+01
