time,"P(B1|X1)","P(B1|X5)","P(B5|X9)","P(B1|X9)","P(B1|X6)","P(B1|X8)","P(B2|X9)","P(B3|X9)","P(B4|X9)","P(B6|X9)","P(B1|X12)"
8.320000e-11,1.229038e+01,7.079466e+00,7.171780e+00,-6.140927e+00,6.852591e+00,6.984732e+00,6.817660e+00,6.110849e+00,1.232895e+00,8.160038e-01,7.811506e-01
8.340000e-11,1.241425e+01,7.077344e+00,7.169295e+00,-6.138970e+00,6.854583e+00,6.992667e+00,6.804825e+00,6.109652e+00,1.236531e+00,8.160022e-01,7.810555e-01
8.360000e-11,1.257889e+01,7.075471e+00,7.166765e+00,-6.137117e+00,6.857384e+00,7.004000e+00,6.791993e+00,6.107928e+00,1.241304e+00,8.175425e-01,7.810291e-01
8.380000e-11,1.276910e+01,7.073937e+00,7.164399e+00,-6.135325e+00,6.860718e+00,7.017639e+00,6.780194e+00,6.105721e+00,1.246781e+00,8.203973e-01,7.810730e-01
8.400000e-11,1.296819e+01,7.072811e+00,7.162398e+00,-6.133540e+00,6.864267e+00,7.032411e+00,6.770259e+00,6.103124e+00,1.252536e+00,8.242954e-01,7.811830e-01
8.420000e-11,1.315985e+01,7.072129e+00,7.160931e+00,-6.131710e+00,6.867704e+00,7.047150e+00,6.762772e+00,6.100271e+00,1.258184e+00,8.289392e-01,7.813499e-01
8.440000e-11,1.332978e+01,7.071900e+00,7.160120e+00,-6.129808e+00,6.870720e+00,7.060791e+00,6.758048e+00,6.097337e+00,1.263404e+00,8.340225e-01,7.815600e-01
8.460000e-11,1.346679e+01,7.072107e+00,7.160027e+00,-6.127839e+00,6.873052e+00,7.072437e+00,6.756136e+00,6.094515e+00,1.267954e+00,8.392470e-01,7.817967e-01
8.480000e-11,1.356333e+01,7.072706e+00,7.160652e+00,-6.125845e+00,6.874502e+00,7.081409e+00,6.756851e+00,6.092005e+00,1.271684e+00,8.443365e-01,7.820412e-01
8.500000e-11,1.361558e+01,7.073637e+00,7.161932e+00,-6.123906e+00,6.874956e+00,7.087283e+00,6.759812e+00,6.089994e+00,1.274527e+00,8.490498e-01,7.822743e-01
8.520000e-11,1.362320e+01,7.074825e+00,7.163752e+00,-6.122123e+00,6.874391e+00,7.089890e+00,6.764498e+00,6.088638e+00,1.276498e+00,8.531896e-01,7.824776e-01
8.540000e-11,1.358904e+01,7.076187e+00,7.165960e+00,-6.120615e+00,6.872871e+00,7.089315e+00,6.770310e+00,6.088050e+00,1.277673e+00,8.566094e-01,7.826349e-01
8.560000e-11,1.351875e+01,7.077641e+00,7.168380e+00,-6.119496e+00,6.870542e+00,7.085863e+00,6.776630e+00,6.088286e+00,1.278175e+00,8.592157e-01,7.827334e-01
8.580000e-11,1.342037e+01,7.079111e+00,7.170834e+00,-6.118864e+00,6.867616e+00,7.080023e+00,6.782877e+00,6.089339e+00,1.278154e+00,8.609688e-01,7.827645e-01
8.600000e-11,1.330376e+01,7.080530e+00,7.173156e+00,-6.118783e+00,6.864353e+00,7.072418e+00,6.788549e+00,6.091140e+00,1.277765e+00,8.618793e-01,7.827242e-01
8.620000e-11,1.317989e+01,7.081846e+00,7.175204e+00,-6.119280e+00,6.861034e+00,7.063748e+00,6.793258e+00,6.093566e+00,1.277153e+00,8.620027e-01,7.826137e-01
8.640000e-11,1.305990e+01,7.083023e+00,7.176875e+00,-6.120330e+00,6.857938e+00,7.054731e+00,6.796747e+00,6.096442e+00,1.276441e+00,8.614315e-01,7.824390e-01
8.660000e-11,1.295415e+01,7.084046e+00,7.178107e+00,-6.121866e+00,6.855322e+00,7.046055e+00,6.798894e+00,6.099562e+00,1.275719e+00,8.602867e-01,7.822107e-01
8.680000e-11,1.287120e+01,7.084914e+00,7.178882e+00,-6.123778e+00,6.853392e+00,7.038323e+00,6.799706e+00,6.102705e+00,1.275043e+00,8.587073e-01,7.819430e-01
8.700000e-11,1.281708e+01,7.085645e+00,7.179218e+00,-6.125925e+00,6.852295e+00,7.032018e+00,6.799303e+00,6.105649e+00,1.274435e+00,8.568404e-01,7.816527e-01
8.720000e-11,1.279481e+01,7.086272e+00,7.179168e+00,-6.128148e+00,6.852103e+00,7.027477e+00,6.797889e+00,6.108193e+00,1.273888e+00,8.548313e-01,7.813583e-01
8.740000e-11,1.280432e+01,7.086838e+00,7.178808e+00,-6.130284e+00,6.852813e+00,7.024874e+00,6.795727e+00,6.110168e+00,1.273376e+00,8.528149e-01,7.810787e-01
8.760000e-11,1.284257e+01,7.087394e+00,7.178225e+00,-6.132184e+00,6.854347e+00,7.024224e+00,6.793107e+00,6.111453e+00,1.272860e+00,8.509082e-01,7.808317e-01
8.780000e-11,1.290412e+01,7.087996e+00,7.177510e+00,-6.133721e+00,6.856561e+00,7.025396e+00,6.790316e+00,6.111980e+00,1.272303e+00,8.492053e-01,7.806330e-01
8.800000e-11,1.298180e+01,7.088701e+00,7.176743e+00,-6.134807e+00,6.859262e+00,7.028131e+00,6.787617e+00,6.111741e+00,1.271670e+00,8.477736e-01,7.804955e-01
8.820000e-11,1.306754e+01,7.089566e+00,7.175995e+00,-6.135395e+00,6.862220e+00,7.032078e+00,6.785225e+00,6.110782e+00,1.270944e+00,8.466534e-01,7.804279e-01
8.840000e-11,1.315319e+01,7.090644e+00,7.175314e+00,-6.135482e+00,6.865195e+00,7.036828e+00,6.783296e+00,6.109200e+00,1.270124e+00,8.458579e-01,7.804346e-01
8.860000e-11,1.323131e+01,7.091984e+00,7.174729e+00,-6.135108e+00,6.867949e+00,7.041949e+00,6.781923e+00,6.107135e+00,1.269226e+00,8.453767e-01,7.805154e-01
8.880000e-11,1.329575e+01,7.093632e+00,7.174250e+00,-6.134347e+00,6.870273e+00,7.047022e+00,6.781134e+00,6.104753e+00,1.268286e+00,8.451796e-01,7.806654e-01
8.900000e-11,1.334204e+01,7.095628e+00,7.173870e+00,-6.133302e+00,6.871996e+00,7.051674e+00,6.780900e+00,6.102236e+00,1.267349e+00,8.452213e-01,7.808755e-01
8.920000e-11,1.336763e+01,7.098013e+00,7.173571e+00,-6.132091e+00,6.873001e+00,7.055598e+00,6.781146e+00,6.099767e+00,1.266469e+00,8.454478e-01,7.811331e-01
8.940000e-11,1.337187e+01,7.100824e+00,7.173329e+00,-6.130835e+00,6.873233e+00,7.058571e+00,6.781765e+00,6.097515e+00,1.265701e+00,8.458013e-01,7.814228e-01
8.960000e-11,1.335598e+01,7.104105e+00,7.173122e+00,-6.129646e+00,6.872697e+00,7.060465e+00,6.782631e+00,6.095624e+00,1.265095e+00,8.462254e-01,7.817274e-01
8.980000e-11,1.332277e+01,7.107902e+00,7.172930e+00,-6.128620e+00,6.871459e+00,7.061247e+00,6.783616e+00,6.094203e+00,1.264688e+00,8.466696e-01,7.820291e-01
9.000000e-11,1.327634e+01,7.112271e+00,7.172743e+00,-6.127828e+00,6.869638e+00,7.060967e+00,6.784600e+00,6.093321e+00,1.264503e+00,8.470925e-01,7.823105e-01
9.020000e-11,1.322171e+01,7.117278e+00,7.172564e+00,-6.127313e+00,6.867394e+00,7.059755e+00,6.785486e+00,6.093003e+00,1.264546e+00,8.474636e-01,7.825555e-01
9.040000e-11,1.316431e+01,7.123002e+00,7.172403e+00,-6.127085e+00,6.864914e+00,7.057795e+00,6.786201e+00,6.093232e+00,1.264807e+00,8.477643e-01,7.827508e-01
9.060000e-11,1.310955e+01,7.129537e+00,7.172285e+00,-6.127131e+00,6.862395e+00,7.055312e+00,6.786703e+00,6.093954e+00,1.265259e+00,8.479875e-01,7.828858e-01
9.080000e-11,1.306226e+01,7.136996e+00,7.172238e+00,-6.127411e+00,6.860032e+00,7.052547e+00,6.786980e+00,6.095082e+00,1.265863e+00,8.481364e-01,7.829541e-01
9.100000e-11,1.302633e+01,7.145510e+00,7.172296e+00,-6.127870e+00,6.857999e+00,7.049739e+00,6.787048e+00,6.096506e+00,1.266574e+00,8.482222e-01,7.829530e-01
9.120000e-11,1.300439e+01,7.155232e+00,7.172492e+00,-6.128446e+00,6.856437e+00,7.047105e+00,6.786941e+00,6.098103e+00,1.267341e+00,8.482618e-01,7.828840e-01
9.140000e-11,1.299759e+01,7.166339e+00,7.172856e+00,-6.129073e+00,6.855447e+00,7.044828e+00,6.786711e+00,6.099748e+00,1.268118e+00,8.482751e-01,7.827526e-01
9.160000e-11,1.300564e+01,7.179037e+00,7.173410e+00,-6.129691e+00,6.855079e+00,7.043045e+00,6.786414e+00,6.101321e+00,1.268864e+00,8.482825e-01,7.825676e-01
9.180000e-11,1.302688e+01,7.193567e+00,7.174167e+00,-6.130252e+00,6.855335e+00,7.041839e+00,6.786105e+00,6.102717e+00,1.269550e+00,8.483025e-01,7.823409e-01
9.200000e-11,1.305853e+01,7.210210e+00,7.175128e+00,-6.130724e+00,6.856170e+00,7.041243e+00,6.785836e+00,6.103855e+00,1.270156e+00,8.483501e-01,7.820863e-01
9.220000e-11,1.309705e+01,7.229290e+00,7.176286e+00,-6.131090e+00,6.857495e+00,7.041235e+00,6.785643e+00,6.104676e+00,1.270674e+00,8.484355e-01,7.818187e-01
9.240000e-11,1.313852e+01,7.251182e+00,7.177626e+00,-6.131352e+00,6.859188e+00,7.041754e+00,6.785549e+00,6.105153e+00,1.271111e+00,8.485637e-01,7.815537e-01
9.260000e-11,1.317898e+01,7.276309e+00,7.179126e+00,-6.131525e+00,6.861106e+00,7.042701e+00,6.785563e+00,6.105286e+00,1.271479e+00,8.487344e-01,7.813060e-01
9.280000e-11,1.321486e+01,7.305148e+00,7.180764e+00,-6.131639e+00,6.863094e+00,7.043957e+00,6.785675e+00,6.105098e+00,1.271801e+00,8.489427e-01,7.810888e-01
9.300000e-11,1.324319e+01,7.338236e+00,7.182519e+00,-6.131729e+00,6.865000e+00,7.045389e+00,6.785867e+00,6.104638e+00,1.272102e+00,8.491799e-01,7.809132e-01
9.320000e-11,1.326186e+01,7.376177e+00,7.184376e+00,-6.131836e+00,6.866686e+00,7.046867e+00,6.786108e+00,6.103968e+00,1.272409e+00,8.494351e-01,7.807876e-01
9.340000e-11,1.326972e+01,7.419665e+00,7.186330e+00,-6.131997e+00,6.868036e+00,7.048270e+00,6.786365e+00,6.103162e+00,1.272748e+00,8.496961e-01,7.807171e-01
9.360000e-11,1.326663e+01,7.469510e+00,7.188386e+00,-6.132249e+00,6.868968e+00,7.049497e+00,6.786603e+00,6.102296e+00,1.273140e+00,8.499512e-01,7.807037e-01
9.380000e-11,1.325340e+01,7.526689e+00,7.190568e+00,-6.132620e+00,6.869433e+00,7.050472e+00,6.786792e+00,6.101445e+00,1.273603e+00,8.501902e-01,7.807458e-01
9.400000e-11,1.323166e+01,7.592383e+00,7.192911e+00,-6.133129e+00,6.869420e+00,7.051146e+00,6.786907e+00,6.100675e+00,1.274150e+00,8.504052e-01,7.808389e-01
9.420000e-11,1.320373e+01,7.668031e+00,7.195467e+00,-6.133790e+00,6.868956e+00,7.051502e+00,6.786936e+00,6.100041e+00,1.274789e+00,8.505915e-01,7.809757e-01
9.440000e-11,1.317233e+01,7.755346e+00,7.198304e+00,-6.134608e+00,6.868099e+00,7.051548e+00,6.786874e+00,6.099582e+00,1.275525e+00,8.507481e-01,7.811467e-01
9.460000e-11,1.314038e+01,7.856301e+00,7.201503e+00,-6.135584e+00,6.866934e+00,7.051317e+00,6.786728e+00,6.099323e+00,1.276365e+00,8.508774e-01,7.813411e-01
9.480000e-11,1.311070e+01,7.973064e+00,7.205157e+00,-6.136715e+00,6.865564e+00,7.050859e+00,6.786515e+00,6.099268e+00,1.277314e+00,8.509854e-01,7.815468e-01
9.500000e-11,1.308578e+01,8.107920e+00,7.209373e+00,-6.138001e+00,6.864101e+00,7.050238e+00,6.786258e+00,6.099410e+00,1.278383e+00,8.510812e-01,7.817520e-01
9.520000e-11,1.306756e+01,8.263213e+00,7.214265e+00,-6.139443e+00,6.862659e+00,7.049523e+00,6.785986e+00,6.099728e+00,1.279588e+00,8.511762e-01,7.819453e-01
9.540000e-11,1.305730e+01,8.441365e+00,7.219958e+00,-6.141049e+00,6.861344e+00,7.048783e+00,6.785727e+00,6.100191e+00,1.280953e+00,8.512839e-01,7.821165e-01
9.560000e-11,1.305548e+01,8.644990e+00,7.226583e+00,-6.142836e+00,6.860246e+00,7.048081e+00,6.785510e+00,6.100761e+00,1.282509e+00,8.514194e-01,7.822572e-01
9.580000e-11,1.306181e+01,8.877089e+00,7.234283e+00,-6.144830e+00,6.859432e+00,7.047469e+00,6.785359e+00,6.101401e+00,1.284295e+00,8.515982e-01,7.823611e-01
9.600000e-11,1.307529e+01,9.141219e+00,7.243213e+00,-6.147066e+00,6.858948e+00,7.046986e+00,6.785290e+00,6.102073e+00,1.286362e+00,8.518366e-01,7.824242e-01
9.620000e-11,1.309437e+01,9.441491e+00,7.253542e+00,-6.149591e+00,6.858807e+00,7.046656e+00,6.785314e+00,6.102744e+00,1.288766e+00,8.521507e-01,7.824453e-01
9.640000e-11,1.311708e+01,9.782108e+00,7.265460e+00,-6.152460e+00,6.859000e+00,7.046488e+00,6.785431e+00,6.103389e+00,1.291572e+00,8.525566e-01,7.824253e-01
9.660000e-11,1.314127e+01,1.016612e+01,7.279187e+00,-6.155739e+00,6.859493e+00,7.046474e+00,6.785634e+00,6.103990e+00,1.294853e+00,8.530703e-01,7.823677e-01
9.680000e-11,1.316479e+01,1.059310e+01,7.294977e+00,-6.159503e+00,6.860229e+00,7.046598e+00,6.785910e+00,6.104543e+00,1.298686e+00,8.537076e-01,7.822776e-01
9.700000e-11,1.318570e+01,1.105617e+01,7.313130e+00,-6.163835e+00,6.861139e+00,7.046831e+00,6.786239e+00,6.105050e+00,1.303159e+00,8.544847e-01,7.821621e-01
9.720000e-11,1.320238e+01,1.153961e+01,7.334002e+00,-6.168829e+00,6.862144e+00,7.047141e+00,6.786600e+00,6.105523e+00,1.308366e+00,8.554182e-01,7.820289e-01
9.740000e-11,1.321367e+01,1.201921e+01,7.358009e+00,-6.174587e+00,6.863165e+00,7.047491e+00,6.786970e+00,6.105985e+00,1.314411e+00,8.565260e-01,7.818866e-01
9.760000e-11,1.321896e+01,1.246625e+01,7.385636e+00,-6.181224e+00,6.864124e+00,7.047848e+00,6.787327e+00,6.106462e+00,1.321412e+00,8.578274e-01,7.817437e-01
9.780000e-11,1.321815e+01,1.285337e+01,7.417445e+00,-6.188868e+00,6.864956e+00,7.048179e+00,6.787656e+00,6.106987e+00,1.329502e+00,8.593442e-01,7.816083e-01
9.800000e-11,1.321168e+01,1.315976e+01,7.454086e+00,-6.197660e+00,6.865606e+00,7.048461e+00,6.787944e+00,6.107596e+00,1.338831e+00,8.611009e-01,7.814875e-01
9.820000e-11,1.320042e+01,1.337376e+01,7.496320e+00,-6.207765e+00,6.866040e+00,7.048676e+00,6.788186e+00,6.108326e+00,1.349577e+00,8.631263e-01,7.813872e-01
9.840000e-11,1.318561e+01,1.349303e+01,7.545043e+00,-6.219367e+00,6.866240e+00,7.048814e+00,6.788385e+00,6.109214e+00,1.361949e+00,8.654540e-01,7.813119e-01
9.860000e-11,1.316869e+01,1.352330e+01,7.601338e+00,-6.232684e+00,6.866208e+00,7.048874e+00,6.788550e+00,6.110299e+00,1.376195e+00,8.681239e-01,7.812641e-01
9.880000e-11,1.315123e+01,1.347675e+01,7.666518e+00,-6.247969e+00,6.865961e+00,7.048862e+00,6.788695e+00,6.111615e+00,1.392612e+00,8.711835e-01,7.812449e-01
9.900000e-11,1.313472e+01,1.337041e+01,7.742185e+00,-6.265523e+00,6.865534e+00,7.048790e+00,6.788843e+00,6.113199e+00,1.411562e+00,8.746894e-01,7.812535e-01
9.920000e-11,1.312049e+01,1.322476e+01,7.830260e+00,-6.285698e+00,6.864970e+00,7.048673e+00,6.789016e+00,6.115089e+00,1.433475e+00,8.787099e-01,7.812877e-01
9.940000e-11,1.310961e+01,1.306205e+01,7.932989e+00,-6.308903e+00,6.864321e+00,7.048529e+00,6.789242e+00,6.117322e+00,1.458872e+00,8.833266e-01,7.813438e-01
9.960000e-11,1.310277e+01,1.290445e+01,8.052901e+00,-6.335602e+00,6.863641e+00,7.048378e+00,6.789548e+00,6.119941e+00,1.488364e+00,8.886371e-01,7.814173e-01
9.980000e-11,1.310028e+01,1.277186e+01,8.192751e+00,-6.366307e+00,6.862982e+00,7.048236e+00,6.789960e+00,6.122995e+00,1.522659e+00,8.947576e-01,7.815028e-01
1.000000e-10,1.310206e+01,1.268003e+01,8.355487e+00,-6.401568e+00,6.862393e+00,7.048118e+00,6.790504e+00,6.126540e+00,1.562577e+00,9.018254e-01,7.815949e-01
1.002000e-10,1.310764e+01,1.263907e+01,8.544294e+00,-6.441963e+00,6.862482e+00,7.048035e+00,6.791201e+00,6.130642e+00,1.609054e+00,9.100025e-01,7.816878e-01
1.004000e-10,1.311629e+01,1.265281e+01,8.762737e+00,-6.488097e+00,6.864886e+00,7.047995e+00,6.792073e+00,6.135380e+00,1.663179e+00,9.194787e-01,7.817764e-01
1.006000e-10,1.312704e+01,1.271874e+01,9.014949e+00,-6.540621e+00,6.872435e+00,7.048000e+00,6.793136e+00,6.140846e+00,1.726234e+00,9.304765e-01,7.818561e-01
1.008000e-10,1.313881e+01,1.282887e+01,9.305740e+00,-6.600257e+00,6.889053e+00,7.048051e+00,6.794408e+00,6.147151e+00,1.799777e+00,9.432580e-01,7.819232e-01
1.010000e-10,1.315050e+01,1.297095e+01,9.640351e+00,-6.667839e+00,6.919505e+00,7.048142e+00,6.795905e+00,6.154429e+00,1.885740e+00,9.581331e-01,7.819749e-01
1.012000e-10,1.316112e+01,1.313029e+01,1.002346e+01,-6.744358e+00,6.968489e+00,7.048272e+00,6.797648e+00,6.162838e+00,1.986549e+00,9.754717e-01,7.820098e-01
1.014000e-10,1.316983e+01,1.329161e+01,1.045702e+01,-6.830955e+00,7.039852e+00,7.048434e+00,6.799657e+00,6.172569e+00,2.105246e+00,9.957181e-01,7.820273e-01
1.016000e-10,1.317600e+01,1.344073e+01,1.093689e+01,-6.928836e+00,7.136159e+00,7.048628e+00,6.801962e+00,6.183848e+00,2.245554e+00,1.019408e+00,7.820281e-01
1.018000e-10,1.317929e+01,1.356587e+01,1.144956e+01,-7.039036e+00,7.258653e+00,7.048855e+00,6.804601e+00,6.196944e+00,2.411848e+00,1.047185e+00,7.820138e-01
1.020000e-10,1.317962e+01,1.365839e+01,1.197136e+01,-7.162027e+00,7.407514e+00,7.049124e+00,6.807621e+00,6.212167e+00,2.608983e+00,1.079818e+00,7.819869e-01
1.022000e-10,1.317716e+01,1.371316e+01,1.247215e+01,-7.297233e+00,7.581793e+00,7.049448e+00,6.811082e+00,6.229868e+00,2.841954e+00,1.118212e+00,7.819504e-01
1.024000e-10,1.317233e+01,1.372852e+01,1.292205e+01,-7.442566e+00,7.779556e+00,7.049851e+00,6.815057e+00,6.250428e+00,3.115371e+00,1.163425e+00,7.819077e-01
1.026000e-10,1.316573e+01,1.370605e+01,1.329801e+01,-7.594129e+00,7.998332e+00,7.050366e+00,6.819633e+00,6.274255e+00,3.432612e+00,1.216673e+00,7.818626e-01
1.028000e-10,1.315806e+01,1.365027e+01,1.358732e+01,-7.746154e+00,8.235703e+00,7.051034e+00,6.824910e+00,6.301761e+00,3.794454e+00,1.279343e+00,7.818185e-01
1.030000e-10,1.315008e+01,1.356819e+01,1.378778e+01,-7.891182e+00,8.489822e+00,7.051906e+00,6.831000e+00,6.333336e+00,4.197009e+00,1.352976e+00,7.817790e-01
1.032000e-10,1.314251e+01,1.346877e+01,1.390578e+01,-8.020452e+00,8.760293e+00,7.053042e+00,6.838020e+00,6.369295e+00,4.629311e+00,1.439233e+00,7.817469e-01
1.034000e-10,1.313600e+01,1.336219e+01,1.395352e+01,-8.124445e+00,9.048729e+00,7.054507e+00,6.846088e+00,6.409799e+00,5.071785e+00,1.539806e+00,7.817248e-01
1.036000e-10,1.313106e+01,1.325895e+01,1.394631e+01,-8.193573e+00,9.358735e+00,7.056373e+00,6.855308e+00,6.454745e+00,5.497306e+00,1.656308e+00,7.817146e-01
1.038000e-10,1.312803e+01,1.316888e+01,1.390030e+01,-8.218960e+00,9.695256e+00,7.058712e+00,6.865755e+00,6.503646e+00,5.875442e+00,1.790155e+00,7.817174e-01
1.040000e-10,1.312705e+01,1.310022e+01,1.383068e+01,-8.193316e+00,1.006322e+01,7.061600e+00,6.877458e+00,6.555526e+00,6.178457e+00,1.942501e+00,7.817340e-01
1.042000e-10,1.312808e+01,1.305880e+01,1.375032e+01,-8.111834e+00,1.046536e+01,7.065107e+00,6.890377e+00,6.608874e+00,6.386692e+00,2.114272e+00,7.817645e-01
1.044000e-10,1.313088e+01,1.304762e+01,1.366882e+01,-7.973131e+00,1.089936e+01,7.069301e+00,6.904386e+00,6.661680e+00,6.491768e+00,2.306313e+00,7.818085e-01
1.046000e-10,1.313509e+01,1.306662e+01,1.359209e+01,-7.780166e+00,1.135525e+01,7.074244e+00,6.919260e+00,6.711553e+00,6.497412e+00,2.519623e+00,7.818654e-01
1.048000e-10,1.314025e+01,1.311296e+01,1.352236e+01,-7.541003e+00,1.181457e+01,7.079993e+00,6.934665e+00,6.755932e+00,6.418421e+00,2.755628e+00,7.819342e-01
1.050000e-10,1.314582e+01,1.318145e+01,1.345876e+01,-7.269053e+00,1.225266e+01,7.086595e+00,6.950162e+00,6.792334e+00,6.278269e+00,3.016370e+00,7.820140e-01
1.052000e-10,1.315127e+01,1.326526e+01,1.339818e+01,-6.982361e+00,1.264334e+01,7.094095e+00,6.965222e+00,6.818638e+00,6.105751e+00,3.304495e+00,7.821041e-01
1.054000e-10,1.315613e+01,1.335672e+01,1.333656e+01,-6.701660e+00,1.296406e+01,7.102532e+00,6.979244e+00,6.833338e+00,5.931092e+00,3.622827e+00,7.822038e-01
1.056000e-10,1.315999e+01,1.344809e+01,1.327015e+01,-6.447514e+00,1.319936e+01,7.111944e+00,6.991596e+00,6.835760e+00,5.782173e+00,3.973349e+00,7.823131e-01
1.058000e-10,1.316256e+01,1.353222e+01,1.319660e+01,-6.237320e+00,1.334211e+01,7.122372e+00,7.001657e+00,6.826191e+00,5.681499e+00,4.355502e+00,7.824321e-01
1.060000e-10,1.316369e+01,1.360303e+01,1.311586e+01,-6.082988e+00,1.339308e+01,7.133865e+00,7.008870e+00,6.805922e+00,5.644206e+00,4.764080e+00,7.825620e-01
1.062000e-10,1.316336e+01,1.365587e+01,1.303048e+01,-5.989759e+00,1.335983e+01,7.146484e+00,7.012792e+00,6.777180e+00,5.677079e+00,5.187631e+00,7.827041e-01
1.064000e-10,1.316167e+01,1.368762e+01,1.294548e+01,-5.956157e+00,1.325558e+01,7.160314e+00,7.013147e+00,6.742961e+00,5.778367e+00,5.608532e+00,7.828608e-01
1.066000e-10,1.315887e+01,1.369677e+01,1.286774e+01,-5.974827e+00,1.309804e+01,7.175467e+00,7.009871e+00,6.706770e+00,5.938332e+00,6.005367e+00,7.830348e-01
1.068000e-10,1.315524e+01,1.368335e+01,1.280500e+01,-6.033982e+00,1.290815e+01,7.192097e+00,7.003142e+00,6.672287e+00,6.140596e+00,6.356837e+00,7.832297e-01
1.070000e-10,1.315117e+01,1.364888e+01,1.276463e+01,-6.119193e+00,1.270847e+01,7.210406e+00,6.993393e+00,6.643011e+00,6.364372e+00,6.645554e+00,7.834496e-01
1.072000e-10,1.314703e+01,1.359619e+01,1.275251e+01,-6.215342e+00,1.252112e+01,7.230652e+00,6.981303e+00,6.621903e+00,6.587353e+00,6.860387e+00,7.836993e-01
1.074000e-10,1.314319e+01,1.352930e+01,1.277199e+01,-6.308480e+00,1.236576e+01,7.253157e+00,6.967767e+00,6.611093e+00,6.788700e+00,6.997062e+00,7.839838e-01
1.076000e-10,1.313998e+01,1.345314e+01,1.282327e+01,-6.387369e+00,1.225786e+01,7.278311e+00,6.953837e+00,6.611676e+00,6.951483e+00,7.057525e+00,7.843089e-01
1.078000e-10,1.313763e+01,1.337322e+01,1.290323e+01,-6.444527e+00,1.220752e+01,7.306572e+00,6.940648e+00,6.623618e+00,7.064191e+00,7.048789e+00,7.846807e-01
1.080000e-10,1.313632e+01,1.329525e+01,1.300571e+01,-6.476673e+00,1.221893e+01,7.338473e+00,6.929329e+00,6.645798e+00,7.121266e+00,6.981759e+00,7.851059e-01
1.082000e-10,1.313609e+01,1.322469e+01,1.312221e+01,-6.484603e+00,1.229033e+01,7.374628e+00,6.920910e+00,6.676149e+00,7.122920e+00,6.870213e+00,7.855915e-01
1.084000e-10,1.313691e+01,1.316631e+01,1.324290e+01,-6.472565e+00,1.241441e+01,7.415752e+00,6.916225e+00,6.711904e+00,7.074487e+00,6.729846e+00,7.861451e-01
1.086000e-10,1.313865e+01,1.312376e+01,1.335775e+01,-6.447283e+00,1.257923e+01,7.462683e+00,6.915844e+00,6.749888e+00,6.985497e+00,6.577235e+00,7.867753e-01
1.088000e-10,1.314111e+01,1.309937e+01,1.345755e+01,-6.416762e+00,1.276957e+01,7.516421e+00,6.920013e+00,6.786842e+00,6.868522e+00,6.428671e+00,7.874912e-01
1.090000e-10,1.314404e+01,1.309393e+01,1.353474e+01,-6.389041e+00,1.296875e+01,7.578170e+00,6.928631e+00,6.819732e+00,6.737813e+00,6.298922e+00,7.883033e-01
1.092000e-10,1.314716e+01,1.310672e+01,1.358405e+01,-6.371048e+00,1.316044e+01,7.649375e+00,6.941263e+00,6.846017e+00,6.607776e+00,6.200110e+00,7.892235e-01
1.094000e-10,1.315019e+01,1.313569e+01,1.360277e+01,-6.367680e+00,1.333037e+01,7.731741e+00,6.957169e+00,6.863854e+00,6.491448e+00,6.140863e+00,7.902656e-01
1.096000e-10,1.315288e+01,1.317769e+01,1.359090e+01,-6.381218e+00,1.346736e+01,7.827211e+00,6.975383e+00,6.872224e+00,6.399188e+00,6.125812e+00,7.914454e-01
1.098000e-10,1.315502e+01,1.322884e+01,1.355106e+01,-6.411121e+00,1.356386e+01,7.937898e+00,6.994791e+00,6.870980e+00,6.337775e+00,6.155465e+00,7.927818e-01
1.100000e-10,1.315646e+01,1.328492e+01,1.348822e+01,-6.454211e+00,1.361607e+01,8.066001e+00,7.014234e+00,6.860819e+00,6.310018e+00,6.226406e+00,7.942966e-01
1.102000e-10,1.315712e+01,1.334170e+01,1.340925e+01,-6.505200e+00,1.362364e+01,8.213731e+00,7.032610e+00,6.843175e+00,6.314890e+00,6.331816e+00,7.960158e-01
1.104000e-10,1.315698e+01,1.339530e+01,1.332228e+01,-6.557470e+00,1.358945e+01,8.383315e+00,7.048968e+00,6.820057e+00,6.348089e+00,6.462271e+00,7.979697e-01
1.106000e-10,1.315612e+01,1.344243e+01,1.323590e+01,-6.603996e+00,1.351913e+01,8.577094e+00,7.062590e+00,6.793846e+00,6.402926e+00,6.606775e+00,8.001939e-01
1.108000e-10,1.315464e+01,1.348051e+01,1.315824e+01,-6.638272e+00,1.342071e+01,8.797706e+00,7.073053e+00,6.767064e+00,6.471395e+00,6.753902e+00,8.027302e-01
1.110000e-10,1.315271e+01,1.350781e+01,1.309616e+01,-6.655132e+00,1.330407e+01,9.048294e+00,7.080266e+00,6.742142e+00,6.545262e+00,6.892889e+00,8.056276e-01
1.112000e-10,1.315052e+01,1.352343e+01,1.305448e+01,-6.651376e+00,1.318016e+01,9.332588e+00,7.084484e+00,6.721218e+00,6.617049e+00,7.014520e+00,8.089428e-01
1.114000e-10,1.314827e+01,1.352727e+01,1.303562e+01,-6.626131e+00,1.306014e+01,9.654661e+00,7.086294e+00,6.705960e+00,6.680778e+00,7.111726e+00,8.127420e-01
1.116000e-10,1.314615e+01,1.351997e+01,1.303940e+01,-6.580948e+00,1.295433e+01,1.001803e+01,7.086582e+00,6.697458e+00,6.732417e+00,7.179874e+00,8.171013e-01
